Season,Name,Team,Level,Age,PA,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
2016,"Webster Rivas","LAA","A",25,98,0.253333333,1.032258064,0.16,0.426666666,0.413333333,0.193548387,0,0.32467532,0.24675325,0.42857143,0.08544304,112,204,316,"14636"
2017,"Webster Rivas","SDP","A",26,78,0.272727272,1.333333333,0.222222222,0.444444444,0.333333333,0.222222222,0.055555555,0.48214286,0.16071429,0.35714286,0.10801394,119,168,287,"14636"
2016,"Gosuke Katoh","NYY","A",21,253,0.320261437,1.488888888,0.238095238,0.455782312,0.306122448,0.088888888,0.022222222,0.50967742,0.27096774,0.21935484,0.11554622,356,596,952,"15697"
2016,"Yonathan Daza","COL","A",22,516,0.361111111,1.508333333,0.234096692,0.460559796,0.305343511,0.116666666,0.025,0.44362745,0.24019608,0.31617647,0.108299,534,1165,1699,"15794"
2016,"Jose Godoy","STL","A",21,327,0.326771653,2.338709677,0.175298804,0.577689243,0.247011952,0.161290322,0.016129032,0.41472868,0.22868217,0.35658915,0.06530958,451,728,1179,"15808"
2016,"Luis Torrens","NYY","A",20,164,0.27027027,1.967741935,0.178571428,0.544642857,0.276785714,0.225806451,0.064516129,0.36842105,0.23684211,0.39473684,0.0849359,244,380,624,"15905"
2016,"Deivy Grullon","PHI","A",20,356,0.323404255,1.75,0.183406113,0.519650655,0.296943231,0.132352941,0.088235294,0.42323651,0.26970954,0.30705394,0.13749001,450,801,1251,"15988"
2016,"Michael Hermosillo","LAA","A",21,160,0.377192982,1.583333333,0.198275862,0.49137931,0.310344827,0.222222222,0.055555555,0.48305085,0.25423729,0.26271186,0.08717949,240,345,585,"16285"
2016,"Francisco Mejia","CLE","A",20,259,0.387755102,1.215384615,0.261538461,0.405128205,0.333333333,0.169230769,0.107692307,0.51470588,0.23039216,0.25490196,0.09602649,294,612,906,"16403"
2016,"Sergio Alcantara","ARI","A",19,201,0.299363057,1.283018867,0.219354838,0.438709677,0.341935483,0.245283018,0.018867924,0.5125,0.2,0.2875,0.06524823,257,448,705,"16417"
2016,"Thairo Estrada","NYY","A",20,148,0.307017543,1.771428571,0.184873949,0.521008403,0.294117647,0.285714285,0.142857142,0.44537815,0.19327731,0.36134454,0.08528785,162,307,469,"16426"
2016,"Johneshwy Fargas","SFG","A",21,323,0.334763948,1.156626506,0.225108225,0.415584415,0.359307359,0.397590361,0.024096385,0.45957447,0.18723404,0.35319149,0.09598604,412,734,1146,"16446"
2017,"Johneshwy Fargas","SFG","A",22,131,0.25,1.4,0.225806451,0.451612903,0.322580645,0.233333333,0.033333333,0.45744681,0.27659574,0.26595745,0.09865471,139,307,446,"16446"
2016,"Shed Long Jr.","CIN","A",20,389,0.345833333,1.1,0.222222222,0.407407407,0.37037037,0.177777777,0.122222222,0.4488189,0.26377953,0.28740157,0.12758851,578,919,1497,"16542"
2016,"Kevin Padlo","TBR","A",19,509,0.292592592,0.81512605,0.231316725,0.345195729,0.423487544,0.285714285,0.134453781,0.51048951,0.23776224,0.25174825,0.1024068,901,1218,2119,"16593"
2016,"Brian O'Keefe","STL","A",22,420,0.292592592,1.060869565,0.153571428,0.435714285,0.410714285,0.24347826,0.113043478,0.45229682,0.25441696,0.29328622,0.11928307,665,953,1618,"16680"
2017,"Brian O'Keefe","STL","A",23,411,0.301470588,1.145454545,0.154121863,0.451612903,0.394265232,0.2,0.136363636,0.43055556,0.29166667,0.27777778,0.10626703,560,908,1468,"16680"
2016,"Joshua Fuentes","COL","A",23,108,0.478260869,0.892857142,0.263888888,0.347222222,0.388888888,0.25,0.142857142,0.41333333,0.25333333,0.33333333,0.11849711,104,242,346,"16885"
2017,"Jonah Heim","TBR","A",22,321,0.302631578,1.4125,0.164502164,0.489177489,0.346320346,0.3875,0.1125,0.57383966,0.19831224,0.2278481,0.09479078,437,734,1171,"16930"
2016,"Lane Thomas","TOR","A",20,332,0.321428571,1.224137931,0.24117647,0.417647058,0.34117647,0.413793103,0.120689655,0.53107345,0.20903955,0.25988701,0.12324493,514,768,1282,"16939"
2016,"Derek Hill","DET","A",20,415,0.360714285,1.650602409,0.188191881,0.505535055,0.306273062,0.072289156,0.012048192,0.38028169,0.29929577,0.32042254,0.13341969,541,1003,1544,"16947"
2017,"Derek Hill","DET","A",21,168,0.373831775,0.88372093,0.235849056,0.358490566,0.405660377,0.139534883,0.023255813,0.37037037,0.34259259,0.28703704,0.08455285,229,386,615,"16947"
2016,"Edmundo Sosa","STL","A",20,378,0.325,1.522222222,0.180505415,0.494584837,0.324909747,0.166666666,0.033333333,0.41958042,0.22377622,0.35664336,0.13063063,463,869,1332,"17022"
2016,"Magneuris Sierra","STL","A",20,562,0.36744186,1.947368421,0.203791469,0.52606635,0.27014218,0.201754385,0.026315789,0.36734694,0.26530612,0.36734694,0.11880661,555,1322,1877,"17023"
2017,"Jose Herrera","ARI","A",20,238,0.238095238,1.012820512,0.151351351,0.427027027,0.421621621,0.269230769,0.012820512,0.5,0.19473684,0.30526316,0.06600249,311,492,803,"17040"
2018,"Jose Herrera","ARI","A",21,123,0.265957446,1,0.170212765,0.414893617,0.414893617,0.076923076,0.025641025,0.45263158,0.31578947,0.23157895,0.07048458,167,287,454,"17040"
2019,"Jose Herrera","ARI","A",22,208,0.31617647,0.825396825,0.166666666,0.376811594,0.456521739,0.206349206,0.063492063,0.44285714,0.28571429,0.27142857,0.06122449,372,461,833,"17040"
2016,"Miguel Gomez","SFG","A",23,285,0.38559322,1.563380281,0.244813278,0.460580912,0.294605809,0.197183098,0.112676056,0.42857143,0.31428571,0.25714286,0.09402655,294,610,904,"17075"
2017,"Meibrys Viloria","KCR","A",20,398,0.310469314,1.9875,0.146428571,0.567857142,0.285714285,0.1625,0.1,0.38408304,0.24567474,0.37024221,0.10140501,611,1026,1637,"17109"
2016,"Monte Harrison","MIL","A",20,298,0.321212121,1.436363636,0.202380952,0.470238095,0.327380952,0.236363636,0.109090909,0.46242775,0.26011561,0.27745665,0.17367459,383,711,1094,"17216"
2017,"Monte Harrison","MIL","A",21,261,0.333333333,1.264150943,0.194630872,0.449664429,0.355704697,0.207547169,0.207547169,0.5,0.25,0.25,0.14803922,389,631,1020,"17216"
2016,"Alex Jackson","SEA","A",20,381,0.316742081,0.925531914,0.195555555,0.386666666,0.417777777,0.212765957,0.117021276,0.42978723,0.27659574,0.29361702,0.15853659,535,941,1476,"17276"
2016,"Luis Liberato","SEA","A",20,432,0.346863468,2.142857142,0.163498098,0.570342205,0.266159695,0.171428571,0.028571428,0.40070922,0.28723404,0.31205674,0.09096573,617,988,1605,"17307"
2017,"Luis Liberato","SEA","A",21,223,0.277372262,0.904761904,0.136690647,0.410071942,0.45323741,0.158730158,0.095238095,0.39189189,0.33783784,0.27027027,0.13070284,310,501,811,"17307"
2016,"Michael Chavis","BOS","A",20,312,0.303030303,1.076923076,0.19402985,0.417910447,0.388059701,0.205128205,0.102564102,0.48803828,0.19617225,0.31578947,0.14042553,429,746,1175,"17321"
2016,"Cole Tucker","PIT","A",19,67,0.294117647,1.105263157,0.183673469,0.428571428,0.387755102,0.052631578,0.052631578,0.27777778,0.24074074,0.48148148,0.08366534,86,165,251,"17326"
2016,"Willi Castro","CLE","A",19,548,0.302380952,1.314285714,0.219277108,0.443373493,0.337349397,0.285714285,0.05,0.49768519,0.21759259,0.28472222,0.11334056,552,1292,1844,"17338"
2016,"Yermin Mercedes","BAL","A",23,382,0.395522388,0.782608695,0.251824817,0.328467153,0.419708029,0.156521739,0.12173913,0.47535211,0.28873239,0.23591549,0.10395708,563,928,1491,"17423"
2016,"Jose Siri","CIN","A",20,87,0.24,0.956521739,0.081632653,0.448979591,0.469387755,0.217391304,0,0.5,0.28,0.22,0.19452888,99,230,329,"17452"
2017,"Jose Siri","CIN","A",21,552,0.348571428,0.980392156,0.17438692,0.408719346,0.416893732,0.189542483,0.156862745,0.4,0.28421053,0.31578947,0.17849576,595,1293,1888,"17452"
2016,"Kelvin Gutierrez","WSN","A",21,417,0.349206349,2.185185185,0.170418006,0.569131832,0.26045016,0.197530864,0.037037037,0.43167702,0.2173913,0.35093168,0.10646388,476,839,1315,"17468"
2016,"Narciso Crook","CIN","A",20,90,0.303571428,0.913043478,0.228070175,0.368421052,0.403508771,0.217391304,0.130434782,0.54237288,0.20338983,0.25423729,0.15642458,134,224,358,"17473"
2018,"Narciso Crook","CIN","A",22,92,0.346153846,0.846153846,0.127272727,0.4,0.472727272,0.192307692,0.115384615,0.4,0.36363636,0.23636364,0.14670659,121,213,334,"17473"
2016,"Troy Stokes Jr.","MIL","A",20,366,0.318725099,0.914285714,0.205533596,0.37944664,0.415019762,0.314285714,0.038095238,0.49416342,0.27237354,0.23346304,0.08510638,502,814,1316,"17478"
2016,"Eloy Jimenez","CHC","A",19,464,0.391437308,1.180327868,0.215339233,0.424778761,0.359882005,0.18852459,0.114754098,0.47660819,0.25730994,0.26608187,0.14929056,525,1096,1621,"17484"
2016,"Myles Straw","HOU","A",21,307,0.471962616,2.974358974,0.261904761,0.552380952,0.185714285,0,0,0.2706422,0.27981651,0.44954128,0.06350482,476,768,1244,"17620"
2016,"Vimael Machin","CHC","A",22,120,0.3125,1.608695652,0.22077922,0.48051948,0.298701298,0.173913043,0,0.27160494,0.27160494,0.45679012,0.08447489,179,259,438,"17684"
2017,"Vimael Machin","CHC","A",23,305,0.331896551,1.586666666,0.17094017,0.508547008,0.32051282,0.146666666,0.133333333,0.36585366,0.32113821,0.31300813,0.05845881,418,711,1129,"17684"
2017,"Jose Cuas","MIL","A",23,203,0.264957264,0.711864406,0.151260504,0.352941176,0.495798319,0.355932203,0.050847457,0.49586777,0.26446281,0.23966942,0.12323492,303,476,779,"17701"
2016,"Skye Bolt","OAK","A",22,402,0.284615384,1.258426966,0.232824427,0.427480916,0.339694656,0.224719101,0.056179775,0.48679245,0.24528302,0.26792453,0.11513158,568,952,1520,"17723"
2016,"Josh Lester","DET","A",21,71,0.217391304,3,0.304347826,0.52173913,0.173913043,0.25,0,0.47826087,0.2826087,0.23913043,0.1634981,88,175,263,"17737"
2017,"Josh Lester","DET","A",22,285,0.297674418,0.584070796,0.186363636,0.3,0.513636363,0.221238938,0.079646017,0.48214286,0.25,0.26785714,0.11487179,314,661,975,"17737"
2016,"Max Schrock","WSN","A",21,299,0.337349397,1.4,0.228915662,0.449799196,0.32128514,0.1625,0.05,0.3715415,0.26086957,0.36758893,0.06469921,328,553,881,"17750"
2016,"DJ Stewart","BAL","A",22,262,0.294117647,2.071428571,0.173076923,0.557692307,0.269230769,0.119047619,0.095238095,0.4556962,0.24683544,0.29746835,0.10989011,427,574,1001,"17766"
2016,"Braden Bishop","SEA","A",22,284,0.355,2.695652173,0.141414141,0.626262626,0.232323232,0.152173913,0.02173913,0.48792271,0.1884058,0.3236715,0.091,361,639,1000,"17806"
2016,"Jakson Reetz","WSN","A",20,342,0.297560975,1.397260273,0.146341463,0.497560975,0.35609756,0.164383561,0.05479452,0.47368421,0.29665072,0.22966507,0.12371134,522,739,1261,"17837"
2017,"Jakson Reetz","WSN","A",21,143,0.341772151,1.266666666,0.116883116,0.493506493,0.389610389,0.266666666,0.066666666,0.59756098,0.23170732,0.17073171,0.12643678,230,379,609,"17837"
2016,"Luis Alexander Basabe","BOS","A",19,451,0.329749103,0.881355932,0.215547703,0.367491166,0.41696113,0.13559322,0.101694915,0.49488055,0.24232082,0.26279863,0.1173498,699,1082,1781,"17839"
2017,"Tyler Nevin","COL","A",20,335,0.348547717,1.277108433,0.2125,0.441666666,0.345833333,0.156626506,0.084337349,0.3935743,0.25301205,0.35341365,0.11430991,414,767,1181,"17893"
2016,"Brendan Rodgers","COL","A",19,491,0.319148936,1.269565217,0.232352941,0.429411764,0.338235294,0.095652173,0.165217391,0.51136364,0.23295455,0.25568182,0.14100295,570,1125,1695,"17907"
2016,"Marcus Wilson","ARI","A",19,115,0.363636363,2.266666666,0.246153846,0.523076923,0.23076923,0.066666666,0.066666666,0.58208955,0.17910448,0.23880597,0.11087866,192,286,478,"17910"
2017,"Marcus Wilson","ARI","A",20,447,0.361111111,1.171171171,0.177474402,0.443686006,0.37883959,0.198198198,0.081081081,0.46153846,0.28762542,0.25083612,0.09101317,709,1038,1747,"17910"
2016,"Isan Diaz","MIL","A",20,587,0.332361516,0.753012048,0.189415041,0.348189415,0.462395543,0.13253012,0.120481927,0.40934066,0.29120879,0.29945055,0.10745891,974,1399,2373,"17922"
2016,"Cedric Mullins","BAL","A",21,559,0.313580246,1.058823529,0.150485436,0.436893203,0.412621359,0.2,0.082352941,0.48456057,0.24465558,0.27078385,0.10043668,701,1360,2061,"17929"
2016,"Sam Hilliard","COL","A",22,527,0.356902356,1.357142857,0.245098039,0.434640522,0.320261437,0.163265306,0.173469387,0.34591195,0.28301887,0.37106918,0.16188119,752,1268,2020,"17954"
2016,"Ty France","SDP","A",21,281,0.28313253,1.016129032,0.25595238,0.375,0.369047619,0.193548387,0.080645161,0.43859649,0.26900585,0.29239766,0.09541628,482,587,1069,"17982"
2016,"Tyler Stephenson","CIN","A",19,153,0.296703296,0.9,0.173913043,0.391304347,0.434782608,0.2,0.075,0.38297872,0.20212766,0.41489362,0.14438503,194,367,561,"17988"
2017,"Tyler Stephenson","CIN","A",20,348,0.322033898,1.493506493,0.189873417,0.485232067,0.324894514,0.09090909,0.077922077,0.4795082,0.25,0.2704918,0.10240964,522,806,1328,"17988"
2016,"John Bormann","PIT","A",23,196,0.25949367,0.875,0.105960264,0.417218543,0.476821192,0.166666666,0.027777777,0.39506173,0.33333333,0.27160494,0.07142857,193,395,588,"18006"
2016,"Hoy Park","NYY","A",20,517,0.303797468,1.424528301,0.184126984,0.479365079,0.336507936,0.254716981,0.018867924,0.44582043,0.21671827,0.3374613,0.08272059,854,1322,2176,"18027"
2017,"Hoy Park","NYY","A",21,373,0.309803921,1.545454545,0.237354085,0.463035019,0.299610894,0.298701298,0.077922077,0.46946565,0.22900763,0.30152672,0.08360764,604,915,1519,"18027"
2016,"Jake Cronenworth","TBR","A",22,380,0.381322957,2.09090909,0.209302325,0.53488372,0.255813953,0.181818181,0.045454545,0.40458015,0.2519084,0.34351145,0.05755851,666,915,1581,"18036"
2016,"Dylan Moore","TEX","A",23,414,0.287937743,0.9,0.199233716,0.379310344,0.421455938,0.245454545,0.081818181,0.37218045,0.2593985,0.36842105,0.07954545,652,932,1584,"18042"
2016,"Sam Haggerty","CLE","A",22,405,0.311203319,1.3875,0.207468879,0.460580912,0.331950207,0.0875,0.05,0.50806452,0.21370968,0.27822581,0.11155116,605,910,1515,"18054"
2016,"Austin Allen","SDP","A",22,453,0.361516034,1.209677419,0.212643678,0.431034482,0.356321839,0.209677419,0.056451612,0.40857143,0.28,0.31142857,0.10025381,582,994,1576,"18083"
2016,"Nathan Lukes","CLE","A",21,393,0.348754448,1.137254901,0.226950354,0.411347517,0.361702127,0.215686274,0.049019607,0.44290657,0.26297578,0.29411765,0.09238364,523,895,1418,"18123"
2016,"LaMonte Wade Jr.","MIN","A",22,261,0.298342541,0.821428571,0.163934426,0.37704918,0.459016393,0.202380952,0.047619047,0.39784946,0.19892473,0.40322581,0.05794393,460,610,1070,"18126"
2016,"Ka'ai Tom","CLE","A",22,123,0.364705882,1.954545454,0.226190476,0.511904761,0.261904761,0.181818181,0.045454545,0.35632184,0.27586207,0.36781609,0.06122449,185,256,441,"18136"
2016,"Patrick Mazeika","NYM","A",22,293,0.346534653,1.313432835,0.236453201,0.433497536,0.330049261,0.164179104,0.044776119,0.47342995,0.25120773,0.27536232,0.04675325,461,694,1155,"18142"
2016,"Kevin Kaczmarski","NYM","A",24,301,0.320754716,1.283783783,0.191387559,0.454545454,0.354066985,0.135135135,0.027027027,0.46759259,0.25,0.28240741,0.06697674,413,662,1075,"18146"
2017,"Nick Dini","KCR","A",23,99,0.289156626,1.535714285,0.154761904,0.511904761,0.333333333,0.392857142,0.071428571,0.55294118,0.18823529,0.25882353,0.0516129,110,200,310,"18206"
2016,"Brett Sullivan","TBR","A",22,501,0.305343511,1.097222222,0.23929471,0.397984886,0.362720403,0.3125,0.090277777,0.50735294,0.21568627,0.27696078,0.08277946,553,1102,1655,"18217"
2016,"Edwin Rios","LAD","A",22,128,0.347826086,0.59375,0.301369863,0.260273972,0.438356164,0.1875,0.1875,0.44,0.26666667,0.29333333,0.1875,153,327,480,"18316"
2016,"Kyle Tucker","HOU","A",19,428,0.322259136,1.288659793,0.262458471,0.415282392,0.322259136,0.164948453,0.06185567,0.4789644,0.17475728,0.34627832,0.09687124,627,1035,1662,"18345"
2016,"Daz Cameron","HOU","A",19,87,0.244444444,1.058823529,0.222222222,0.4,0.377777777,0.294117647,0,0.34782609,0.2826087,0.36956522,0.14127424,125,236,361,"18353"
2017,"Daz Cameron","HOU","A",20,511,0.323262839,0.85620915,0.149700598,0.392215568,0.458083832,0.124183006,0.091503267,0.41907514,0.24277457,0.33815029,0.09335363,754,1217,1971,"18353"
2016,"Austin Riley","ATL","A",19,543,0.341317365,0.944827586,0.182608695,0.397101449,0.420289855,0.144827586,0.137931034,0.45938375,0.26890756,0.27170868,0.15739821,696,1318,2014,"18360"
2016,"Victor Robles","WSN","A",19,285,0.345549738,1.189189189,0.160621761,0.455958549,0.383419689,0.27027027,0.067567567,0.45588235,0.28921569,0.25490196,0.0786385,302,550,852,"18363"
2017,"Lewin Diaz","MIN","A",20,508,0.322077922,0.695431472,0.147959183,0.349489795,0.50255102,0.192893401,0.060913705,0.4231738,0.26448363,0.31234257,0.09718388,611,1200,1811,"18365"
2016,"Jermaine Palacios","MIN","A",19,288,0.253333333,1.676470588,0.168949771,0.520547945,0.310502283,0.073529411,0.014705882,0.50438596,0.18859649,0.30701754,0.09181637,326,676,1002,"18371"
2017,"Jermaine Palacios","MIN","A",20,276,0.356435643,1.023255813,0.155339805,0.427184466,0.417475728,0.093023255,0.127906976,0.5258216,0.2629108,0.21126761,0.12652608,271,630,901,"18371"
2016,"Ryan Mountcastle","BAL","A",19,489,0.331460674,1.3,0.169444444,0.469444444,0.361111111,0.215384615,0.076923076,0.41847826,0.23913043,0.3423913,0.13399504,496,1116,1612,"18373"
2016,"Travis Blankenhorn","MIN","A",19,102,0.403225806,1.272727272,0.180327868,0.459016393,0.360655737,0.09090909,0.045454545,0.375,0.296875,0.328125,0.18539326,120,236,356,"18395"
2017,"Travis Blankenhorn","MIN","A",20,508,0.311897106,1,0.1,0.45,0.45,0.145833333,0.090277777,0.48773006,0.26380368,0.24846626,0.14339827,665,1183,1848,"18395"
2016,"Joe McCarthy","TBR","A",22,193,0.336065573,1.263157894,0.300813008,0.390243902,0.308943089,0.131578947,0.078947368,0.48412698,0.24603175,0.26984127,0.05797101,336,423,759,"18399"
2016,"Juan Yepez","ATL","A",18,100,0.338235294,3.666666666,0.176470588,0.647058823,0.176470588,0.166666666,0.083333333,0.38028169,0.21126761,0.4084507,0.13684211,138,242,380,"18400"
2017,"Juan Yepez","ATL","A",19,152,0.342342342,1.341463414,0.135135135,0.495495495,0.369369369,0.170731707,0.024390243,0.46428571,0.17857143,0.35714286,0.1375969,160,356,516,"18400"
2017,"Juan Yepez","STL","A",19,328,0.317180616,1.204545454,0.16017316,0.458874458,0.38095238,0.227272727,0.079545454,0.51709402,0.2008547,0.28205128,0.14210062,360,773,1133,"18400"
2018,"Juan Yepez","STL","A",20,106,0.469135802,1.269230769,0.2625,0.4125,0.325,0.115384615,0.038461538,0.52439024,0.2804878,0.19512195,0.09859155,125,230,355,"18400"
2019,"Juan Yepez","STL","A",21,101,0.344262295,0.65625,0.171875,0.328125,0.5,0.1875,0.125,0.46969697,0.22727273,0.3030303,0.11702128,152,224,376,"18400"
2016,"Ronald Acuna Jr.","ATL","A",18,171,0.358974358,3.04347826,0.184210526,0.614035087,0.201754385,0.304347826,0.173913043,0.36585366,0.31707317,0.31707317,0.06146179,234,368,602,"18401"
2016,"Trey Amburgey","NYY","A",21,72,0.288135593,1.052631578,0.303571428,0.357142857,0.339285714,0.263157894,0.052631578,0.5,0.28333333,0.21666667,0.04958678,87,155,242,"18425"
2016,"P.J. Higgins","CHC","A",23,537,0.336898395,1.344262295,0.216438356,0.449315068,0.334246575,0.163934426,0,0.40519481,0.20519481,0.38961039,0.05498602,869,1277,2146,"18433"
2016,"Chris Gittens","NYY","A",22,451,0.317991631,1.291666666,0.140625,0.484375,0.375,0.177083333,0.21875,0.33716475,0.24904215,0.4137931,0.12667023,749,1122,1871,"18482"
2017,"Ali Sanchez","NYM","A",20,200,0.262820512,2.023255813,0.139072847,0.57615894,0.284768211,0.186046511,0.023255813,0.42138365,0.27672956,0.30188679,0.05590062,203,441,644,"18551"
2018,"Ali Sanchez","NYM","A",21,205,0.273809523,1.322033898,0.194117647,0.458823529,0.347058823,0.305084745,0.06779661,0.48255814,0.21511628,0.30232558,0.07523511,183,455,638,"18551"
2016,"Trent Grisham","MIL","A",19,262,0.324503311,1.586956521,0.206666666,0.486666666,0.306666666,0.195652173,0.04347826,0.32692308,0.21794872,0.45512821,0.08425926,443,637,1080,"18564"
2016,"Luis Arraez","MIN","A",19,514,0.382075471,1.851851851,0.257831325,0.48192771,0.260240963,0.055555555,0.027777777,0.32946636,0.20185615,0.46867749,0.05538462,626,1324,1950,"18568"
2016,"Ke'Bryan Hayes","PIT","A",19,276,0.304123711,1.129870129,0.158974358,0.446153846,0.394871794,0.155844155,0.077922077,0.35121951,0.26341463,0.38536585,0.07317073,374,569,943,"18577"
2017,"Brendon Davis","TEX","A",19,90,0.255319148,0.857142857,0.1875,0.375,0.4375,0.19047619,0.095238095,0.57142857,0.2244898,0.20408163,0.1530343,154,225,379,"18587"
2016,"Brendon Davis","LAD","A",18,436,0.326164874,1.765432098,0.194244604,0.514388489,0.291366906,0.259259259,0.061728395,0.50174216,0.22996516,0.26829268,0.14646154,533,1092,1625,"18587"
2017,"Brendon Davis","LAD","A",19,367,0.345177664,1.216216216,0.188118811,0.445544554,0.366336633,0.216216216,0.108108108,0.50243902,0.24878049,0.24878049,0.11994698,588,921,1509,"18587"
2017,"Donny Sands","NYY","A",21,314,0.32051282,1.48,0.201716738,0.476394849,0.321888412,0.226666666,0.026666666,0.45188285,0.23430962,0.31380753,0.06429192,436,715,1151,"18603"
2016,"Jared Walsh","LAA","A",22,430,0.349673202,1.095652173,0.220064724,0.40776699,0.372168284,0.260869565,0.060869565,0.39556962,0.24050633,0.36392405,0.09484405,557,1014,1571,"18607"
2017,"Nick Plummer","STL","A",20,346,0.307228915,1.075757575,0.184523809,0.422619047,0.392857142,0.287878787,0.06060606,0.51764706,0.18823529,0.29411765,0.11331058,621,844,1465,"18690"
2018,"Nick Plummer","STL","A",21,411,0.30964467,0.673267326,0.175609756,0.331707317,0.492682926,0.237623762,0.07920792,0.45145631,0.26213592,0.28640777,0.1228473,750,992,1742,"18690"
2016,"Andy Ibanez","TEX","A",23,220,0.346405228,0.631578947,0.184210526,0.315789473,0.5,0.263157894,0.092105263,0.54320988,0.25308642,0.2037037,0.08256881,286,477,763,"18819"
2016,"Jose Azocar","DET","A",20,532,0.366233766,2.675,0.213903743,0.572192513,0.213903743,0.05,0,0.3255814,0.25839793,0.41602067,0.1474604,540,1291,1831,"18821"
2018,"Jose Azocar","DET","A",22,110,0.390243902,2.111111111,0.308641975,0.469135802,0.222222222,0.111111111,0.055555555,0.33333333,0.27380952,0.39285714,0.1440678,106,248,354,"18821"
2016,"Josh Naylor","MIA","A",19,370,0.304029304,1.330097087,0.130434782,0.496376811,0.373188405,0.126213592,0.08737864,0.39929329,0.25088339,0.34982332,0.1040131,417,804,1221,"18839"
2017,"Yohel Pozo","TEX","A",20,150,0.348484848,1.309523809,0.265151515,0.416666666,0.318181818,0.333333333,0.047619047,0.49253731,0.26865672,0.23880597,0.07407407,125,307,432,"18848"
2018,"Yohel Pozo","TEX","A",21,465,0.27613941,1.3515625,0.195187165,0.462566844,0.342245989,0.1875,0.078125,0.45572917,0.21354167,0.33072917,0.05977166,466,1023,1489,"18848"
2016,"Jahmai Jones","LAA","A",18,70,0.285714285,1.8125,0.1,0.58,0.32,0.125,0.0625,0.40384615,0.32692308,0.26923077,0.09638554,80,169,249,"18872"
2017,"Jahmai Jones","LAA","A",19,387,0.309090909,1.424242424,0.117647058,0.518382352,0.363970588,0.141414141,0.09090909,0.50694444,0.23611111,0.25694444,0.10466761,548,866,1414,"18872"
2019,"Curtis Terry","TEX","A",22,259,0.300653594,0.776315789,0.186746987,0.355421686,0.457831325,0.315789473,0.197368421,0.50595238,0.2797619,0.21428571,0.13163265,337,643,980,"18881"
2016,"Brandon Lowe","TBR","A",21,449,0.297658862,1.214953271,0.21,0.433333333,0.356666666,0.252336448,0.046728971,0.43648208,0.2247557,0.33876221,0.08295455,698,1062,1760,"18882"
2016,"Seby Zavala","CHW","A",22,404,0.341463414,0.692307692,0.208,0.324,0.468,0.119658119,0.059829059,0.41897233,0.28063241,0.30039526,0.14551495,529,976,1505,"18887"
2017,"Seby Zavala","CHW","A",23,207,0.289256198,0.71875,0.153846153,0.353846153,0.492307692,0.265625,0.203125,0.51851852,0.22962963,0.25185185,0.18106996,230,499,729,"18887"
2016,"Danny Mendick","CHW","A",22,412,0.336734693,1.016393442,0.145833333,0.430555555,0.423611111,0.270491803,0.016393442,0.51515152,0.25589226,0.22895623,0.09744299,518,929,1447,"18889"
2016,"Lucius Fox","SFG","A",18,331,0.272727272,2.203703703,0.15609756,0.580487804,0.263414634,0.203703703,0.037037037,0.35981308,0.29906542,0.3411215,0.08606557,466,754,1220,"18899"
2017,"Lucius Fox","TBR","A",19,345,0.371040723,2.269230769,0.227272727,0.536363636,0.236363636,0.173076923,0.038461538,0.44888889,0.24,0.31111111,0.10358566,476,779,1255,"18899"
2017,"Leody Taveras","TEX","A",18,577,0.287058823,1.478571428,0.181603773,0.488207547,0.330188679,0.271428571,0.057142857,0.37528604,0.24256293,0.38215103,0.08991437,770,1332,2102,"18900"
2017,"Estevan Florial","NYY","A",19,389,0.43127962,2.053571428,0.21559633,0.527522935,0.256880733,0.053571428,0.196428571,0.46636771,0.26008969,0.2735426,0.15233093,581,942,1523,"19151"
2016,"Will Smith","LAD","A",21,97,0.317460317,1.666666666,0.111111111,0.555555555,0.333333333,0.142857142,0.047619047,0.4,0.24615385,0.35384615,0.0521978,150,214,364,"19197"
2016,"Chris Okey","CIN","A",21,169,0.319148936,0.75,0.23,0.33,0.44,0.25,0.136363636,0.40196078,0.35294118,0.24509804,0.15588723,221,382,603,"19245"
2016,"Stone Garrett","MIA","A",20,212,0.3,1.039215686,0.168,0.424,0.408,0.215686274,0.117647058,0.45238095,0.27777778,0.26984127,0.18351064,226,526,752,"19273"
2016,"Armando Alvarez","NYY","A",21,218,0.282608695,1.19117647,0.207446808,0.430851063,0.361702127,0.323529411,0.073529411,0.45549738,0.23036649,0.31413613,0.07216495,208,471,679,"19292"
2017,"Armando Alvarez","NYY","A",22,129,0.306930693,1.34375,0.242424242,0.434343434,0.323232323,0.21875,0,0.35643564,0.1980198,0.44554455,0.06507592,161,300,461,"19292"
2016,"Nick Senzel","CIN","A",21,251,0.392405063,0.797101449,0.220125786,0.345911949,0.433962264,0.173913043,0.101449275,0.47590361,0.25903614,0.26506024,0.0691334,407,620,1027,"19293"
2016,"Alex Call","CHW","A",21,203,0.377622377,1.05,0.151724137,0.434482758,0.413793103,0.333333333,0.05,0.43918919,0.18918919,0.37162162,0.10290237,272,486,758,"19296"
2017,"Alex Call","CHW","A",22,168,0.3,1.133333333,0.142857142,0.455357142,0.401785714,0.2,0.066666666,0.37931034,0.20689655,0.4137931,0.0866373,263,418,681,"19296"
