Season,Name,Team,Level,Age,PA,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,Pull%,Cent%,Oppo%,SwStr%,Balls,Strikes,Pitches,PlayerId
2019,"Romy Gonzalez","CHW","A",22,405,0.337448559,1.847222222,0.142259414,0.556485355,0.30125523,0.166666666,0.055555555,0.33067729,0.27888446,0.39043825,0.11004209,630,1033,1663,"21562"
2019,"Cesar Salazar","HOU","A",23,279,0.295238095,0.877777777,0.195238095,0.376190476,0.428571428,0.2,0.033333333,0.45539906,0.2629108,0.28169014,0.12643678,351,606,957,"21587"
2018,"Kyle Isbel","KCR","A",21,174,0.377192982,1.139534883,0.213675213,0.418803418,0.367521367,0.279069767,0.069767441,0.41025641,0.1965812,0.39316239,0.11428571,241,424,665,"21614"
2019,"Alec Bohm","PHI","A",22,93,0.40625,0.884615384,0.268656716,0.343283582,0.388059701,0.115384615,0.115384615,0.32835821,0.37313433,0.29850746,0.07627119,144,210,354,"21618"
2019,"Ford Proctor","TBR","A",22,536,0.346049046,1.672413793,0.150684931,0.531506849,0.317808219,0.112068965,0.051724137,0.46112601,0.22788204,0.31099196,0.07271863,858,1246,2104,"21634"
2018,"Nick Maton","PHI","A",21,466,0.317880794,0.759124087,0.217532467,0.337662337,0.444805194,0.233576642,0.05839416,0.45079365,0.28888889,0.26031746,0.10260677,669,1134,1803,"21635"
2019,"Jeremy Pena","HOU","A",21,289,0.356756756,1.303030303,0.160220994,0.475138121,0.364640883,0.181818181,0.075757575,0.390625,0.28645833,0.32291667,0.09937332,449,668,1117,"21636"
2019,"Rafael Marchan","PHI","A",20,265,0.310679611,1.359375,0.252475247,0.430693069,0.316831683,0.28125,0,0.4368932,0.2038835,0.3592233,0.07789474,337,613,950,"21646"
2018,"Miguel Amaya","CHC","A",19,479,0.298412698,0.904411764,0.193146417,0.38317757,0.423676012,0.220588235,0.088235294,0.50759878,0.22796353,0.26443769,0.11727079,670,1206,1876,"21693"
2017,"Oswaldo Cabrera","NYY","A",18,353,0.268382352,1.242105263,0.21402214,0.435424354,0.350553505,0.221052631,0.042105263,0.47142857,0.21071429,0.31785714,0.09829407,418,813,1231,"21707"
2018,"Oswaldo Cabrera","NYY","A",19,526,0.251196172,1.555555555,0.224096385,0.472289156,0.303614457,0.222222222,0.047619047,0.46838407,0.22716628,0.30444965,0.08439051,609,1204,1813,"21707"
2017,"Oneil Cruz","LAD","A",18,375,0.323144104,2.064516129,0.159292035,0.566371681,0.274336283,0.14516129,0.129032258,0.3487395,0.2394958,0.41176471,0.135,471,929,1400,"21711"
2017,"Oneil Cruz","PIT","A",18,63,0.322580645,4.75,0.28125,0.59375,0.125,0,0.5,0.45454545,0.27272727,0.27272727,0.17272727,76,144,220,"21711"
2018,"Oneil Cruz","PIT","A",19,443,0.34589041,1.904761904,0.186666666,0.533333333,0.28,0.178571428,0.166666666,0.40909091,0.25,0.34090909,0.11250786,567,1024,1591,"21711"
2019,"Enmanuel Valdez","HOU","A",20,139,0.3125,1.892857142,0.173469387,0.540816326,0.285714285,0.178571428,0.107142857,0.42,0.19,0.39,0.09274194,203,293,496,"21716"
2019,"Jair Camargo","LAD","A",19,316,0.32642487,1.012345679,0.159793814,0.422680412,0.417525773,0.160493827,0.049382716,0.37055838,0.29949239,0.32994924,0.15899582,400,795,1195,"21730"
2018,"Sebastian  Rivero","KCR","A",19,306,0.29953917,1.060975609,0.210280373,0.406542056,0.38317757,0.158536585,0.085365853,0.52863436,0.24229075,0.22907489,0.13988095,296,712,1008,"21735"
2019,"Jose Fermin","CLE","A",20,456,0.311428571,1.44347826,0.175953079,0.486803519,0.337243401,0.234782608,0.052173913,0.44628099,0.24793388,0.30578512,0.0384373,606,981,1587,"21746"
2018,"Esteury Ruiz","SDP","A",19,493,0.344947735,0.82442748,0.178694158,0.37113402,0.450171821,0.175572519,0.091603053,0.48852459,0.24918033,0.26229508,0.17014085,604,1171,1775,"21780"
2019,"Sherten Apostel","TEX","A",20,319,0.29,1.061728395,0.219626168,0.401869158,0.378504672,0.172839506,0.185185185,0.46296296,0.29166667,0.24537037,0.10183639,456,742,1198,"21794"
2019,"Jonathan Aranda","TBR","A",21,246,0.325443786,1.235294117,0.095238095,0.5,0.404761904,0.132352941,0.044117647,0.38372093,0.20348837,0.4127907,0.05561173,376,613,989,"21837"
2019,"Freddy Fermin","KCR","A",24,226,0.280487804,1.120689655,0.272189349,0.384615384,0.343195266,0.24137931,0.155172413,0.5,0.20930233,0.29069767,0.11318553,281,576,857,"21840"
2018,"Will Benson","CLE","A",20,506,0.218106995,0.540145985,0.194656488,0.282442748,0.522900763,0.313868613,0.160583941,0.51503759,0.22932331,0.2556391,0.14096916,875,1168,2043,"21853"
2019,"Will Benson","CLE","A",21,259,0.325396825,0.626666666,0.146853146,0.328671328,0.524475524,0.266666666,0.24,0.60689655,0.22758621,0.16551724,0.14232902,440,642,1082,"21853"
2019,"Bo Naylor","CLE","A",19,453,0.295532646,0.991525423,0.20338983,0.396610169,0.4,0.050847457,0.093220338,0.43421053,0.25657895,0.30921053,0.10011507,661,1077,1738,"21865"
2018,"Jerar Encarnacion","MIA","A",20,59,0.129032258,3.666666666,0.066666666,0.733333333,0.2,0.333333333,0,0.48484848,0.18181818,0.33333333,0.17596567,75,158,233,"21871"
2019,"Jerar Encarnacion","MIA","A",21,281,0.375,1.164179104,0.198895027,0.430939226,0.370165745,0.223880597,0.149253731,0.42702703,0.25945946,0.31351351,0.15235457,379,704,1083,"21871"
2019,"Christopher Morel","CHC","A",20,278,0.345360824,1.011627906,0.135,0.435,0.43,0.220930232,0.069767441,0.52475248,0.27227723,0.2029703,0.12962963,308,610,918,"21897"
2019,"Rodolfo Castro","PIT","A",20,246,0.271428571,1.066666666,0.173333333,0.426666666,0.4,0.1,0.233333333,0.46103896,0.25974026,0.27922078,0.14379085,314,604,918,"21987"
2018,"Rodolfo Castro","PIT","A",19,426,0.275985663,1.055045871,0.208480565,0.406360424,0.38515901,0.19266055,0.110091743,0.40677966,0.22372881,0.36949153,0.15830116,525,1029,1554,"21987"
2019,"Grant Koch","PIT","A",22,374,0.221402214,1.008695652,0.16,0.421818181,0.418181818,0.2,0.069565217,0.42293907,0.24731183,0.3297491,0.08532176,534,849,1383,"22045"
2022,"Grant Koch","PIT","A",25,101,0.321428571,0.863636363,0.254545454,0.345454545,0.4,0.454545454,0.045454545,0.57894737,0.24561404,0.1754386,0.12345679,165,240,405,"22045"
2018,"Steele Walker","CHW","A",21,126,0.214285714,0.815789473,0.178571428,0.369047619,0.452380952,0.210526315,0.078947368,0.51724138,0.2183908,0.26436782,0.1446281,164,320,484,"22093"
2019,"Steele Walker","CHW","A",22,87,0.44262295,0.782608695,0.316666666,0.3,0.383333333,0.130434782,0,0.4516129,0.35483871,0.19354839,0.09248555,132,214,346,"22093"
2019,"Hagen Danner","TOR","A",20,307,0.203592814,0.604395604,0.15116279,0.319767441,0.529069767,0.23076923,0.131868131,0.53072626,0.22346369,0.24581006,0.18856655,425,747,1172,"22116"
2018,"Nick Pratto","KCR","A",19,537,0.375384615,1.315315315,0.228228228,0.438438438,0.333333333,0.189189189,0.126126126,0.44281525,0.23460411,0.32258065,0.1343633,775,1361,2136,"22117"
2018,"Payton Henry","MIL","A",21,389,0.334951456,1.676923076,0.183098591,0.511737089,0.305164319,0.153846153,0.153846153,0.3853211,0.24770642,0.36697248,0.15907591,571,944,1515,"22164"
2018,"Ryan Vilade","COL","A",19,533,0.333333333,1.76635514,0.170868347,0.529411764,0.299719887,0.14953271,0.046728971,0.35620053,0.23218997,0.4116095,0.08225966,737,1281,2018,"22165"
2018,"Akil Baddoo","MIN","A",19,517,0.311475409,0.841059602,0.09446254,0.413680781,0.491856677,0.198675496,0.072847682,0.42319749,0.23824451,0.33855799,0.13169755,808,1189,1997,"22168"
2018,"Cal Mitchell","PIT","A",19,495,0.346504559,1.135135135,0.281818181,0.381818181,0.336363636,0.207207207,0.09009009,0.47800587,0.26099707,0.26099707,0.10226645,658,1151,1809,"22169"
2019,"Mark Vientos","NYM","A",19,454,0.311258278,1.025862068,0.234527687,0.387622149,0.377850162,0.163793103,0.103448275,0.45714286,0.27936508,0.26349206,0.16032768,585,1124,1709,"22184"
2019,"Brice Turang","MIL","A",19,357,0.338645418,1.040816326,0.1902834,0.412955465,0.396761133,0.183673469,0.020408163,0.25296443,0.28853755,0.45849802,0.0597213,627,880,1507,"22186"
2018,"MJ Melendez","KCR","A",19,472,0.326996197,1.018518518,0.201465201,0.402930402,0.395604395,0.157407407,0.175925925,0.44876325,0.27208481,0.27915194,0.18811881,713,1206,1919,"22197"
2018,"Jeter Downs","CIN","A",19,524,0.305882352,0.628571428,0.178674351,0.317002881,0.504322766,0.325714285,0.074285714,0.47887324,0.24507042,0.27605634,0.11629048,754,1284,2038,"22202"
2018,"Sam Huff","TEX","A",20,448,0.316602316,0.883928571,0.227106227,0.362637362,0.41025641,0.1875,0.160714285,0.49458484,0.2599278,0.24548736,0.16718848,507,1090,1597,"22209"
2019,"Sam Huff","TEX","A",21,114,0.375,0.580645161,0.279411764,0.264705882,0.455882352,0.161290322,0.483870967,0.43661972,0.29577465,0.26760563,0.21628499,128,265,393,"22209"
2018,"Luis Campusano","SDP","A",19,284,0.33488372,1.894736842,0.225352112,0.507042253,0.267605633,0.280701754,0.052631578,0.48623853,0.22477064,0.28899083,0.09436009,317,605,922,"22217"
2018,"Mason McCoy","BAL","A",23,536,0.321243523,1.475806451,0.187830687,0.484126984,0.328042328,0.112903225,0.032258064,0.40409207,0.24040921,0.35549872,0.06581439,779,1333,2112,"22232"
2017,"Jack Suwinski","SDP","A",18,532,0.301886792,1.215517241,0.196875,0.440625,0.3625,0.206896551,0.077586206,0.3768997,0.24620061,0.3768997,0.11214087,827,1331,2158,"22244"
2018,"Jack Suwinski","SDP","A",19,441,0.303030303,0.842105263,0.172297297,0.378378378,0.449324324,0.293233082,0.075187969,0.47249191,0.20711974,0.32038835,0.10458284,612,1090,1702,"22244"
2019,"Sean Reynolds","MIA","A",21,266,0.392405063,0.416666666,0.218390804,0.229885057,0.551724137,0.208333333,0.1875,0.46067416,0.26966292,0.26966292,0.26297274,452,685,1137,"22253"
2021,"Joe Perez","HOU","A",21,59,0.371428571,0.6875,0.228571428,0.314285714,0.457142857,0.375,0.125,0.45945946,0.21621622,0.32432432,0.1026616,111,152,263,"22254"
2018,"Bubba Thompson","TEX","A",20,363,0.396396396,1.240506329,0.216814159,0.433628318,0.349557522,0.189873417,0.101265822,0.50869565,0.28695652,0.20434783,0.14555053,463,863,1326,"22261"
2018,"Nolan Gorman","STL","A",18,107,0.25490196,0.428571428,0.122807017,0.263157894,0.614035087,0.2,0.171428571,0.47368421,0.28070175,0.24561404,0.18554217,150,265,415,"22263"
2019,"Nolan Gorman","STL","A",19,282,0.311688311,0.623529411,0.153374233,0.325153374,0.521472392,0.105882352,0.117647058,0.39634146,0.29268293,0.31097561,0.14485166,442,704,1146,"22263"
2019,"Xavier Edwards","SDP","A",19,344,0.37090909,1.270833333,0.189591078,0.453531598,0.356877323,0.1875,0.010416666,0.24909747,0.27075812,0.4801444,0.04221854,467,741,1208,"22266"
2018,"Samad Taylor","TOR","A",19,530,0.273239436,0.838709677,0.201680672,0.364145658,0.434173669,0.180645161,0.058064516,0.49184783,0.21467391,0.29347826,0.10918972,777,1247,2024,"22274"
2017,"Jake Burger","CHW","A",21,200,0.3,1.46,0.168918918,0.493243243,0.337837837,0.26,0.08,0.48387097,0.26451613,0.2516129,0.10364964,237,448,685,"22275"
2018,"Nick Allen","OAK","A",19,512,0.28871391,1.368421052,0.153225806,0.489247311,0.357526881,0.278195488,0,0.42597403,0.22337662,0.35064935,0.08702703,643,1207,1850,"22277"
2018,"Taylor Walls","TBR","A",21,540,0.354166666,1.392,0.225388601,0.450777202,0.323834196,0.104,0.048,0.42239186,0.2519084,0.32569975,0.05661275,880,1222,2102,"22458"
2019,"Livan Soto","LAA","A",19,282,0.257281553,1.737704918,0.185365853,0.51707317,0.297560975,0.213114754,0.016393442,0.41346154,0.19711538,0.38942308,0.06237624,382,628,1010,"22471"
2019,"Buddy Kennedy","ARI","A",20,438,0.312292358,0.88095238,0.199324324,0.375,0.425675675,0.293650793,0.055555555,0.43181818,0.22727273,0.34090909,0.09444799,610,957,1567,"22505"
2019,"Triston Casas","BOS","A",19,493,0.300341296,1.129310344,0.192810457,0.428104575,0.379084967,0.258620689,0.163793103,0.38535032,0.25796178,0.3566879,0.13343037,799,1262,2061,"22514"
2018,"Heliot Ramos","SFG","A",18,535,0.31858407,1.523364485,0.198813056,0.483679525,0.317507418,0.233644859,0.102803738,0.41595442,0.24216524,0.34188034,0.13575336,697,1314,2011,"22515"
2021,"Johnathan Rodriguez","CLE","A",21,240,0.392638036,2.542857142,0.243902439,0.542682926,0.213414634,0.228571428,0.142857142,0.37869822,0.21893491,0.40236686,0.12931034,328,600,928,"22530"
2019,"Tyler Freeman","CLE","A",20,272,0.320388349,1.04054054,0.263414634,0.375609756,0.360975609,0.189189189,0.04054054,0.41428571,0.25238095,0.33333333,0.05204873,319,584,903,"22532"
2021,"Lawrence Butler","OAK","A",20,396,0.369791666,0.975609756,0.198019801,0.396039603,0.405940594,0.085365853,0.207317073,0.38755981,0.31100478,0.30143541,0.12869565,700,1025,1725,"22542"
2019,"Michael Siani","CIN","A",19,531,0.318181818,1.451612903,0.133903133,0.512820512,0.353276353,0.25,0.048387096,0.41530055,0.2568306,0.32786885,0.08486352,753,1262,2015,"22557"
2019,"Jarred Kelenic","SEA","A",19,218,0.355555555,1.185185185,0.186206896,0.44137931,0.372413793,0.259259259,0.203703703,0.54421769,0.2244898,0.23129252,0.10409357,347,508,855,"22558"
2017,"Gabriel Arias","SDP","A",17,64,0.326086956,7,0.111111111,0.777777777,0.111111111,0,0,0.36170213,0.14893617,0.4893617,0.17916667,74,166,240,"22563"
2018,"Gabriel Arias","SDP","A",18,504,0.339933993,1.825581395,0.19,0.523333333,0.286666666,0.104651162,0.069767441,0.39171975,0.25796178,0.35031847,0.17479253,635,1293,1928,"22563"
2019,"Alejandro Kirk","TOR","A",20,96,0.298507462,1.033333333,0.128571428,0.442857142,0.428571428,0.233333333,0.1,0.52112676,0.21126761,0.26760563,0.05989583,161,223,384,"22581"
2019,"Gabriel Moreno","TOR","A",19,341,0.282442748,0.829059829,0.198501872,0.36329588,0.438202247,0.188034188,0.102564102,0.47272727,0.26909091,0.25818182,0.06446662,469,834,1303,"22664"
2021,"Maikel Garcia","KCR","A",21,237,0.351515151,1.05,0.245398773,0.386503067,0.368098159,0.2,0.016666666,0.3373494,0.27108434,0.39156627,0.06639428,416,563,979,"22715"
2021,"Steward Berroa","TOR","A",22,333,0.311224489,1.476190476,0.204081632,0.474489795,0.321428571,0.206349206,0.111111111,0.40096618,0.26086957,0.33816425,0.10894065,546,785,1331,"22766"
2019,"Geraldo Perdomo","ARI","A",19,385,0.317829457,1.377777777,0.1640625,0.484375,0.3515625,0.322222222,0.022222222,0.4351145,0.23664122,0.32824427,0.08116883,616,924,1540,"22799"
2019,"Oswald Peraza","NYY","A",19,208,0.309677419,1.844444444,0.163398692,0.54248366,0.294117647,0.222222222,0.044444444,0.40764331,0.23566879,0.3566879,0.11325967,268,456,724,"22823"
2021,"Alexander Canario","SFG","A",21,274,0.307189542,0.824324324,0.123376623,0.396103896,0.48051948,0.256756756,0.121621621,0.54938272,0.2037037,0.24691358,0.13706897,463,697,1160,"22842"
2021,"Wenceel Perez","DET","A",21,107,0.366197183,2.625,0.183098591,0.591549295,0.225352112,0.125,0.0625,0.36986301,0.26027397,0.36986301,0.11655012,163,266,429,"22857"
2018,"Wenceel Perez","DET","A",18,71,0.344262295,1.823529411,0.2,0.516666666,0.283333333,0.176470588,0,0.44262295,0.19672131,0.36065574,0.05829596,65,158,223,"22857"
2019,"Wenceel Perez","DET","A",19,516,0.278820375,1.512195121,0.153424657,0.509589041,0.336986301,0.268292682,0.024390243,0.46614583,0.2265625,0.30729167,0.0805841,678,1171,1849,"22857"
2019,"Tucupita Marcano","SDP","A",19,504,0.29326923,1.870967741,0.131707317,0.565853658,0.302439024,0.266129032,0.016129032,0.4547619,0.22142857,0.32380952,0.04460518,601,1058,1659,"22871"
2019,"Lenyn Sosa","CHW","A",19,536,0.301265822,1.377777777,0.174807197,0.4781491,0.347043701,0.155555555,0.051851851,0.40493827,0.22222222,0.37283951,0.10763012,654,1325,1979,"22896"
2019,"Israel Pineda","WSN","A",19,411,0.276119402,0.99090909,0.176691729,0.409774436,0.413533834,0.236363636,0.063636363,0.41516245,0.26353791,0.32129964,0.14304376,556,975,1531,"22906"
2021,"Yainer Diaz","CLE","A",22,258,0.360824742,1.734693877,0.302083333,0.442708333,0.255208333,0.122448979,0.102040816,0.465,0.245,0.29,0.10612691,333,581,914,"23003"
2018,"David Banuelos","MIN","A",21,277,0.297297297,0.865168539,0.087912087,0.423076923,0.489010989,0.303370786,0.02247191,0.5026455,0.21693122,0.28042328,0.20557851,290,678,968,"23250"
2019,"David Banuelos","MIN","A",22,64,0.285714285,0.434782608,0.057142857,0.285714285,0.657142857,0.086956521,0.086956521,0.42105263,0.18421053,0.39473684,0.1496063,103,151,254,"23250"
2019,"Canaan Smith-Njigba","NYY","A",20,528,0.381381381,1.413461538,0.25958702,0.433628318,0.30678466,0.192307692,0.10576923,0.36231884,0.22608696,0.4115942,0.09729494,953,1339,2292,"23264"
2018,"Jacob Amaya","LAD","A",19,119,0.316455696,1.59090909,0.278481012,0.443037974,0.278481012,0.045454545,0.045454545,0.44444444,0.13580247,0.41975309,0.04899777,191,258,449,"23296"
2019,"Jacob Amaya","LAD","A",20,470,0.313531353,1.127118644,0.154882154,0.447811447,0.397306397,0.152542372,0.050847457,0.44193548,0.25483871,0.30322581,0.05667575,784,1051,1835,"23296"
2018,"Ryan Noda","TOR","A",22,527,0.328063241,0.971962616,0.218518518,0.385185185,0.396296296,0.196261682,0.186915887,0.43065693,0.31751825,0.25182482,0.12853357,1011,1253,2264,"23312"
2018,"Nelson Velazquez","CHC","A",19,120,0.304347826,1.8,0.176470588,0.529411764,0.294117647,0.1,0,0.52173913,0.14492754,0.33333333,0.18241758,142,313,455,"23359"
2019,"Nelson Velazquez","CHC","A",20,285,0.39010989,1.328125,0.167597765,0.474860335,0.357541899,0.171875,0.0625,0.51595745,0.2393617,0.24468085,0.15428571,387,663,1050,"23359"
2018,"Jose Barrero","CIN","A",20,517,0.306849315,1.362204724,0.168975069,0.479224376,0.351800554,0.275590551,0.047244094,0.52139037,0.19518717,0.28342246,0.13747346,608,1276,1884,"23378"
2018,"Jose Caballero","ARI","A",21,150,0.311926605,1.044444444,0.178571428,0.419642857,0.401785714,0.222222222,0.088888888,0.45614035,0.21929825,0.3245614,0.06418919,216,376,592,"23401"
2018,"Brandon Hughes","CHC","A",22,422,0.319548872,0.947826086,0.151515151,0.412878787,0.43560606,0.208695652,0.034782608,0.42279412,0.21691176,0.36029412,0.12945591,557,1042,1599,"23460"
2018,"Chris Roller","LAD","A",21,101,0.345454545,0.333333333,0.285714285,0.178571428,0.535714285,0.333333333,0.033333333,0.53448276,0.24137931,0.22413793,0.13436693,143,244,387,"23557"
2019,"Chris Roller","LAD","A",22,368,0.3375,0.7008547,0.17768595,0.338842975,0.483471074,0.205128205,0.059829059,0.51209677,0.25,0.23790323,0.10403397,548,865,1413,"23557"
2018,"Ryan Dorow","TEX","A",22,486,0.344262295,1.071428571,0.256410256,0.384615384,0.358974358,0.133928571,0.107142857,0.40566038,0.24842767,0.34591195,0.09645777,660,1175,1835,"23559"
2019,"Wander Franco","TBR","A",18,272,0.317757009,1.271604938,0.152073732,0.474654377,0.373271889,0.185185185,0.074074074,0.45,0.26818182,0.28181818,0.04469854,385,577,962,"23667"
2021,"Everson Pereira","NYY","A",20,83,0.456521739,0.772727272,0.235294117,0.333333333,0.431372549,0.363636363,0.227272727,0.49019608,0.25490196,0.25490196,0.2037037,125,199,324,"23695"
2019,"Julio Rodriguez","SEA","A",18,295,0.352631578,1.272727272,0.210526315,0.442105263,0.347368421,0.121212121,0.151515151,0.435,0.265,0.3,0.16216216,373,700,1073,"23697"
2019,"Ronny Mauricio","NYM","A",18,504,0.329729729,2.096774193,0.219512195,0.528455284,0.25203252,0.311827956,0.043010752,0.41114058,0.24403183,0.34482759,0.11966292,580,1200,1780,"23698"
2019,"Wilyer Abreu","HOU","A",20,138,0.347826086,1.1875,0.239130434,0.413043478,0.347826086,0.25,0.03125,0.38709677,0.1827957,0.43010753,0.11580882,217,327,544,"23772"
2021,"Leo Jimenez","TOR","A",20,242,0.388059701,1.578947368,0.251908396,0.458015267,0.290076335,0.210526315,0.026315789,0.45588235,0.21323529,0.33088235,0.08499475,432,521,953,"23782"
2019,"Jordyn Adams","LAA","A",19,428,0.31617647,1.578313253,0.19245283,0.494339622,0.313207547,0.228915662,0.084337349,0.47330961,0.22775801,0.29893238,0.11136891,677,1047,1724,"23788"
2019,"Blaze Alexander","ARI","A",20,406,0.32421875,0.971962616,0.178988326,0.40466926,0.416342412,0.224299065,0.06542056,0.49242424,0.25378788,0.25378788,0.14892269,604,974,1578,"23789"
2019,"Alek Thomas","ARI","A",19,402,0.372262773,2.108108108,0.17562724,0.559139784,0.265232974,0.121621621,0.108108108,0.35460993,0.23404255,0.41134752,0.12298387,579,909,1488,"23792"
2019,"Jordan Groshans","TOR","A",19,96,0.433333333,2.076923076,0.310344827,0.465517241,0.224137931,0.076923076,0.153846153,0.43548387,0.19354839,0.37096774,0.0987013,159,226,385,"23794"
2019,"Parker Meadows","DET","A",19,504,0.277439024,1.1796875,0.151975683,0.458966565,0.38905775,0.234375,0.0546875,0.37647059,0.25,0.37352941,0.11111111,739,1241,1980,"23800"
2019,"Ji Hwan Bae","PIT","A",19,380,0.417322834,1.842857142,0.21031746,0.511904761,0.277777777,0.1,0,0.3540856,0.23735409,0.40856031,0.08726568,604,943,1547,"23818"
2021,"Jorge Barrosa","ARI","A",20,163,0.403508771,2.148148148,0.267241379,0.5,0.23275862,0.259259259,0.111111111,0.47863248,0.23931624,0.28205128,0.115,224,376,600,"23968"
2021,"Osleivis Basabe","TBR","A",20,309,0.322175732,2.86,0.160869565,0.62173913,0.217391304,0.2,0.04,0.38842975,0.19008264,0.4214876,0.07444853,398,690,1088,"23985"
2021,"Curtis Mead","TBR","A",20,211,0.391025641,1.396226415,0.220858895,0.45398773,0.325153374,0.132075471,0.132075471,0.36196319,0.33742331,0.3006135,0.1124498,256,491,747,"23986"
2021,"Ezequiel Tovar","COL","A",19,326,0.320158102,0.807017543,0.18577075,0.363636363,0.450592885,0.228070175,0.096491228,0.39473684,0.2593985,0.34586466,0.11591356,305,713,1018,"24064"
2021,"Jhonkensy Noel","CLE","A",19,162,0.421052631,0.785714285,0.369747899,0.277310924,0.352941176,0.309523809,0.261904761,0.37903226,0.32258065,0.2983871,0.1539924,182,344,526,"24257"
2021,"Ceddanne Rafaela","BOS","A",20,432,0.288025889,1.473118279,0.250814332,0.446254071,0.302931596,0.236559139,0.107526881,0.39563863,0.26168224,0.34267913,0.14539474,468,1052,1520,"24262"
2021,"Johan Rojas","PHI","A",20,351,0.283333333,1.850746268,0.197478991,0.521008403,0.281512605,0.268656716,0.104477611,0.437751,0.25301205,0.30923695,0.11801731,459,812,1271,"24336"
2021,"Jose Rodriguez","CHW","A",20,361,0.317343173,1.27173913,0.223048327,0.434944237,0.342007434,0.282608695,0.097826086,0.425,0.29642857,0.27857143,0.15303644,408,827,1235,"24388"
2019,"Terrin Vavra","COL","A",22,453,0.350482315,0.940298507,0.177215189,0.398734177,0.424050632,0.104477611,0.074626865,0.31595092,0.30674847,0.37730061,0.08046683,651,977,1628,"24400"
2019,"Tyler Cropley","WSN","A",23,145,0.233333333,0.75,0.153846153,0.362637362,0.483516483,0.25,0.045454545,0.5,0.29787234,0.20212766,0.07747748,212,343,555,"24485"
2019,"Max Schuemann","OAK","A",22,389,0.318181818,1.047169811,0.165384615,0.426923076,0.407692307,0.198113207,0.028301886,0.44609665,0.23791822,0.31598513,0.10540013,553,984,1537,"24488"
2018,"Travis Swaggerty","PIT","A",20,71,0.159090909,0.727272727,0.095238095,0.38095238,0.523809523,0.227272727,0.045454545,0.48888889,0.22222222,0.28888889,0.12455516,104,177,281,"24491"
2018,"Richie Palacios","CLE","A",21,82,0.338461538,1.347826086,0.181818181,0.469696969,0.348484848,0.130434782,0.086956521,0.42647059,0.26470588,0.30882353,0.07843137,103,203,306,"24589"
2019,"Jonathan Ornelas","TEX","A",19,472,0.321543408,1.53125,0.213592233,0.475728155,0.310679611,0.291666666,0.0625,0.47798742,0.22641509,0.29559748,0.08395324,725,1157,1882,"24597"
2021,"Addison Barger","TOR","A",21,374,0.333333333,0.860759493,0.268656716,0.338308457,0.393034825,0.265822784,0.227848101,0.51196172,0.215311,0.27272727,0.17813765,523,959,1482,"24598"
2018,"Jarren Duran","BOS","A",21,134,0.438095238,1.928571428,0.219047619,0.514285714,0.266666666,0.107142857,0.035714285,0.31775701,0.24299065,0.43925234,0.09794989,152,287,439,"24617"
2018,"Ryan Jeffers","MIN","A",21,155,0.342857142,0.82,0.14953271,0.38317757,0.467289719,0.2,0.08,0.44036697,0.25688073,0.30275229,0.09166667,213,387,600,"24618"
2018,"Owen Miller","SDP","A",21,114,0.382022471,1.642857142,0.177777777,0.511111111,0.311111111,0.142857142,0.071428571,0.41758242,0.30769231,0.27472527,0.09137056,122,272,394,"24655"
2019,"Cody Wilson","WSN","A",22,348,0.297979797,1.43283582,0.180904522,0.48241206,0.336683417,0.313432835,0.074626865,0.37799043,0.28708134,0.33492823,0.13822394,487,808,1295,"24671"
2019,"Brendan Donovan","STL","A",22,480,0.32247557,0.788732394,0.191082802,0.356687898,0.452229299,0.133802816,0.056338028,0.33121019,0.33121019,0.33757962,0.08996898,777,1157,1934,"24679"
2019,"James Outman","LAD","A",22,509,0.27181208,0.625766871,0.147909967,0.327974276,0.524115755,0.282208588,0.116564417,0.47003155,0.23659306,0.29337539,0.12487258,788,1174,1962,"24770"
2019,"David Fry","MIL","A",23,568,0.295811518,0.613861386,0.159793814,0.319587628,0.520618556,0.267326732,0.084158415,0.55,0.2,0.25,0.13428571,730,1370,2100,"24934"
2018,"Vinny Capra","TOR","A",21,103,0.333333333,0.892857142,0.273972602,0.342465753,0.383561643,0.071428571,0,0.55263158,0.21052632,0.23684211,0.06419753,159,246,405,"25040"
2019,"Nate Eaton","KCR","A",22,557,0.290575916,0.90625,0.195250659,0.382585751,0.422163588,0.26875,0.03125,0.47043702,0.24421594,0.28534704,0.12596988,752,1439,2191,"25055"
2018,"David Hensley","HOU","A",22,268,0.294117647,1.833333333,0.211920529,0.509933774,0.278145695,0.119047619,0.095238095,0.37974684,0.23417722,0.38607595,0.11270125,451,667,1118,"25111"
2019,"David Hensley","HOU","A",23,318,0.293023255,1.507246376,0.187793427,0.48826291,0.323943661,0.159420289,0.086956521,0.43891403,0.21719457,0.3438914,0.08716707,439,800,1239,"25111"
2019,"Levi Jordan","CHC","A",23,256,0.274725274,1.4375,0.12849162,0.51396648,0.357541899,0.1875,0.015625,0.51891892,0.27027027,0.21081081,0.09139785,318,612,930,"25138"
2019,"Daniel Schneemann","CLE","A",22,262,0.355555555,1.3,0.229050279,0.435754189,0.33519553,0.1,0.033333333,0.40437158,0.28961749,0.30601093,0.10869565,334,586,920,"25180"
2021,"Endy Rodriguez","PIT","A",21,434,0.333333333,1.018691588,0.26779661,0.369491525,0.362711864,0.327102803,0.140186915,0.41447368,0.26315789,0.32236842,0.08479709,634,1017,1651,"25332"
