Season,Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
2016,"Webster Rivas","LAA","A",25,26,86,98,19,12,7,0,0,7,9,7,0,13,1,2,2,1,0,0,0.220930232,"14636"
2017,"Webster Rivas","SDP","A",26,25,69,78,16,12,3,0,1,3,7,9,0,13,0,0,0,3,0,0,0.231884057,"14636"
2016,"Gosuke Katoh","NYY","A",21,65,218,253,50,32,14,3,1,30,25,26,0,66,4,2,3,1,6,1,0.229357798,"15697"
2016,"Yonathan Daza","COL","A",22,119,475,516,146,106,35,2,3,63,58,23,1,78,2,2,14,9,2,7,0.307368421,"15794"
2016,"Jose Godoy","STL","A",21,80,287,327,84,72,11,0,1,36,31,29,3,34,8,2,1,11,1,1,0.292682926,"15808"
2016,"Luis Torrens","NYY","A",20,40,139,164,32,24,6,0,2,9,10,22,0,26,3,0,0,7,1,1,0.230215827,"15905"
2016,"Deivy Grullon","PHI","A",20,87,320,356,82,56,20,0,6,29,45,30,0,83,2,4,0,10,0,3,0.25625,"15988"
2016,"Michael Hermosillo","LAA","A",21,37,138,160,45,34,8,1,2,22,22,18,0,22,2,0,2,5,4,3,0.326086956,"16285"
2016,"Francisco Mejia","CLE","A",20,60,239,259,83,56,17,3,7,41,51,15,3,39,1,3,1,7,1,0,0.347280334,"16403"
2016,"Sergio Alcantara","ARI","A",19,53,180,201,48,40,6,1,1,15,16,14,0,26,0,4,3,8,3,2,0.266666666,"16417"
2016,"Thairo Estrada","NYY","A",20,35,140,148,40,31,3,1,5,11,19,8,0,21,0,0,0,5,11,3,0.285714285,"16426"
2016,"Johneshwy Fargas","SFG","A",21,83,291,323,80,64,11,3,2,31,25,24,0,57,5,1,2,0,32,9,0.274914089,"16446"
2017,"Johneshwy Fargas","SFG","A",22,37,117,131,24,16,6,1,1,14,10,6,0,24,7,0,1,2,10,7,0.205128205,"16446"
2016,"Shed Long Jr.","CIN","A",20,94,335,389,94,58,24,1,11,47,45,44,0,85,5,1,4,4,16,3,0.280597014,"16542"
2016,"Kevin Padlo","TBR","A",19,115,414,509,95,54,22,3,16,71,66,79,1,134,7,6,2,10,14,9,0.229468599,"16593"
2016,"Brian O'Keefe","STL","A",22,101,357,420,92,52,25,2,13,50,63,52,0,78,7,4,0,13,1,1,0.257703081,"16680"
2017,"Brian O'Keefe","STL","A",23,97,373,411,97,62,20,0,15,43,46,34,0,89,1,3,0,14,7,3,0.260053619,"16680"
2016,"Joshua Fuentes","COL","A",23,28,93,108,37,19,14,0,4,18,20,4,0,22,5,2,4,1,2,4,0.397849462,"16885"
2017,"Jonah Heim","TBR","A",22,77,291,321,78,51,17,1,9,45,53,27,0,57,0,3,0,4,0,1,0.268041237,"16930"
2016,"Lane Thomas","TOR","A",20,81,282,332,61,39,14,1,7,50,27,45,0,107,3,0,2,4,17,5,0.216312056,"16939"
2016,"Derek Hill","DET","A",20,93,384,415,102,78,17,6,1,66,31,24,0,105,3,2,2,4,35,6,0.265625,"16947"
2017,"Derek Hill","DET","A",21,35,144,168,41,26,8,6,1,28,21,16,0,38,4,2,2,1,12,5,0.284722222,"16947"
2016,"Edmundo Sosa","STL","A",20,88,351,378,94,77,13,1,3,42,30,19,0,71,2,3,3,9,5,4,0.267806267,"17022"
2016,"Magneuris Sierra","STL","A",20,122,524,562,161,125,29,4,3,78,60,22,0,97,3,6,7,5,31,17,0.307251908,"17023"
2017,"Jose Herrera","ARI","A",20,58,221,238,46,30,15,0,1,14,22,16,0,32,0,1,0,6,0,0,0.208144796,"17040"
2018,"Jose Herrera","ARI","A",21,32,115,123,26,20,5,0,1,6,11,7,0,21,0,1,0,5,0,0,0.226086956,"17040"
2019,"Jose Herrera","ARI","A",22,51,169,208,47,29,13,1,4,23,28,35,1,33,0,4,0,6,2,1,0.278106508,"17040"
2016,"Miguel Gomez","SFG","A",23,66,267,285,99,73,17,1,8,41,43,12,2,25,3,2,1,10,3,2,0.370786516,"17075"
2017,"Meibrys Viloria","KCR","A",20,101,363,398,94,61,25,0,8,42,52,25,0,79,4,1,5,17,4,3,0.258953168,"17109"
2016,"Monte Harrison","MIL","A",20,75,267,298,59,41,11,1,6,34,37,20,0,97,8,1,2,4,8,3,0.220973782,"17216"
2017,"Monte Harrison","MIL","A",21,63,223,261,59,35,12,1,11,32,32,29,0,70,5,2,2,3,11,3,0.264573991,"17216"
2016,"Alex Jackson","SEA","A",20,92,333,381,81,49,20,1,11,43,55,34,1,103,11,2,1,4,2,1,0.243243243,"17276"
2016,"Luis Liberato","SEA","A",20,100,372,432,96,67,19,8,2,65,29,47,1,100,0,1,12,5,4,2,0.258064516,"17307"
2017,"Luis Liberato","SEA","A",21,57,191,223,44,24,5,9,6,34,22,23,0,51,0,3,6,1,5,4,0.230366492,"17307"
2016,"Michael Chavis","BOS","A",20,74,279,312,68,46,11,3,8,30,35,22,0,74,10,1,0,2,3,1,0.243727598,"17321"
2016,"Cole Tucker","PIT","A",19,15,61,67,16,9,4,2,1,9,2,4,0,9,0,0,2,1,1,1,0.262295081,"17326"
2016,"Willi Castro","CLE","A",19,123,518,548,134,98,21,8,7,68,49,19,2,96,3,5,3,10,16,11,0.258687258,"17338"
2016,"Yermin Mercedes","BAL","A",23,91,340,382,120,76,25,5,14,58,60,34,1,63,3,5,0,9,1,1,0.352941176,"17423"
2016,"Jose Siri","CIN","A",20,27,83,87,12,9,3,0,0,5,3,2,0,34,0,1,1,2,3,2,0.144578313,"17452"
2017,"Jose Siri","CIN","A",21,126,498,552,146,87,24,11,24,92,76,33,2,130,6,6,9,5,46,12,0.29317269,"17452"
2016,"Kelvin Gutierrez","WSN","A",21,96,377,417,113,85,19,6,3,58,48,29,0,65,3,6,2,11,19,7,0.299734748,"17468"
2016,"Narciso Crook","CIN","A",20,23,82,90,20,13,4,0,3,12,7,6,0,23,2,0,0,2,2,1,0.243902439,"17473"
2018,"Narciso Crook","CIN","A",22,25,80,92,21,7,10,1,3,11,19,9,0,27,1,2,0,1,3,0,0.2625,"17473"
2016,"Troy Stokes Jr.","MIL","A",20,86,314,366,84,56,20,4,4,50,29,36,0,62,10,3,3,5,20,4,0.267515923,"17478"
2016,"Eloy Jimenez","CHC","A",19,112,432,464,142,85,40,3,14,65,81,25,3,94,4,3,0,7,8,3,0.328703703,"17484"
2016,"Myles Straw","HOU","A",21,68,270,307,101,81,14,6,0,40,22,29,1,58,0,2,6,1,17,10,0.374074074,"17620"
2016,"Vimael Machin","CHC","A",22,31,103,120,25,19,6,0,0,11,11,13,0,23,2,0,2,0,3,0,0.242718446,"17684"
2017,"Vimael Machin","CHC","A",23,72,272,305,87,59,17,1,10,46,57,24,1,33,0,3,6,11,4,2,0.319852941,"17684"
2017,"Jose Cuas","MIL","A",23,54,174,203,34,19,8,4,3,23,13,21,0,54,7,0,1,4,5,3,0.195402298,"17701"
2016,"Skye Bolt","OAK","A",22,101,342,402,79,52,20,2,5,34,37,42,1,88,7,11,0,9,10,5,0.230994152,"17723"
2016,"Josh Lester","DET","A",21,19,68,71,10,10,0,0,0,6,2,3,0,22,0,0,0,0,1,0,0.147058823,"17737"
2017,"Josh Lester","DET","A",22,66,265,285,73,46,17,1,9,30,42,12,0,46,3,5,0,1,1,1,0.275471698,"17737"
2016,"Max Schrock","WSN","A",21,67,270,299,88,62,20,2,4,46,39,22,0,20,4,3,0,7,15,3,0.325925925,"17750"
2016,"DJ Stewart","BAL","A",22,62,213,262,49,32,12,1,4,27,25,42,1,58,5,2,0,6,16,6,0.230046948,"17766"
2016,"Braden Bishop","SEA","A",22,63,248,284,72,65,5,1,1,38,21,25,0,48,4,1,6,2,6,1,0.29032258,"17806"
2016,"Jakson Reetz","WSN","A",20,88,283,342,65,37,24,0,4,41,38,38,0,79,15,5,1,4,4,1,0.229681978,"17837"
2017,"Jakson Reetz","WSN","A",21,37,122,143,29,20,7,0,2,16,11,15,0,41,5,0,1,0,1,2,0.237704918,"17837"
2016,"Luis Alexander Basabe","BOS","A",19,105,403,451,104,60,24,8,12,61,52,40,0,116,2,4,2,4,25,5,0.258064516,"17839"
2017,"Tyler Nevin","COL","A",20,76,298,335,91,63,18,3,7,45,47,27,0,56,4,6,0,9,10,5,0.305369127,"17893"
2016,"Brendan Rodgers","COL","A",19,110,442,491,124,74,31,0,19,73,73,35,0,98,8,4,2,3,6,3,0.280542986,"17907"
2016,"Marcus Wilson","ARI","A",19,26,99,115,25,15,8,1,1,11,5,13,0,32,3,0,0,2,7,2,0.252525252,"17910"
2017,"Marcus Wilson","ARI","A",20,103,383,447,113,78,21,5,9,56,54,55,2,90,2,4,1,7,15,7,0.295039164,"17910"
2016,"Isan Diaz","MIL","A",20,135,507,587,134,75,34,5,20,71,75,72,2,148,4,4,0,11,11,8,0.264299802,"17922"
2016,"Cedric Mullins","BAL","A",21,124,517,559,141,80,37,10,14,79,55,37,0,101,1,3,1,7,30,6,0.272727272,"17929"
2016,"Sam Hilliard","COL","A",22,127,461,527,123,78,23,5,17,71,83,56,3,150,3,3,4,6,30,12,0.266811279,"17954"
2016,"Ty France","SDP","A",21,69,219,281,52,39,8,0,5,35,35,44,0,49,16,1,1,11,3,3,0.237442922,"17982"
2016,"Tyler Stephenson","CIN","A",19,39,139,153,30,22,4,1,3,17,16,12,0,45,0,0,2,3,0,0,0.215827338,"17988"
2017,"Tyler Stephenson","CIN","A",20,80,295,348,82,54,22,0,6,39,50,44,0,58,4,5,0,7,2,1,0.277966101,"17988"
2016,"John Bormann","PIT","A",23,52,177,196,43,31,9,1,2,22,20,11,0,20,1,3,4,3,0,0,0.242937853,"18006"
2016,"Hoy Park","NYY","A",20,116,435,517,98,69,15,12,2,60,34,67,0,120,7,3,5,4,32,3,0.225287356,"18027"
2017,"Hoy Park","NYY","A",21,86,324,373,85,68,6,5,6,53,34,39,0,63,9,0,1,3,18,7,0.262345679,"18027"
2016,"Jake Cronenworth","TBR","A",22,81,314,380,101,77,15,6,3,66,48,54,1,57,7,3,2,5,12,7,0.32165605,"18036"
2016,"Dylan Moore","TEX","A",23,101,340,414,83,53,18,3,9,55,45,54,1,77,17,3,0,5,37,9,0.244117647,"18042"
2016,"Sam Haggerty","CLE","A",22,100,344,405,79,58,15,2,4,56,39,45,1,105,5,6,5,3,12,2,0.229651162,"18054"
2016,"Austin Allen","SDP","A",22,109,409,453,131,102,22,0,7,52,61,29,3,69,5,10,0,9,0,0,0.320293398,"18083"
2016,"Nathan Lukes","CLE","A",21,89,342,393,103,69,21,8,5,54,32,37,0,60,6,4,4,6,14,8,0.30116959,"18123"
2016,"LaMonte Wade Jr.","MIN","A",22,56,207,261,58,45,6,3,4,32,27,44,1,27,5,5,0,6,5,3,0.280193236,"18126"
2016,"Ka'ai Tom","CLE","A",22,28,99,123,32,24,6,1,1,20,11,21,0,13,1,0,2,0,3,3,0.323232323,"18136"
2016,"Patrick Mazeika","NYM","A",22,70,239,293,73,56,14,0,3,34,35,38,0,39,10,5,1,2,2,0,0.30543933,"18142"
2016,"Kevin Kaczmarski","NYM","A",24,69,261,301,70,42,19,7,2,41,28,29,1,50,4,3,4,2,6,6,0.268199233,"18146"
2017,"Nick Dini","KCR","A",23,24,92,99,26,14,10,0,2,19,11,5,0,8,1,1,0,1,2,0,0.282608695,"18206"
2016,"Brett Sullivan","TBR","A",22,118,470,501,133,86,34,0,13,75,81,24,2,70,0,6,1,11,17,4,0.282978723,"18217"
2016,"Edwin Rios","LAD","A",22,33,119,128,30,15,8,1,6,17,13,8,0,44,1,0,0,0,3,1,0.25210084,"18316"
2016,"Kyle Tucker","HOU","A",19,101,373,428,103,73,19,5,6,43,56,40,5,75,6,9,0,7,31,9,0.27613941,"18345"
2016,"Daz Cameron","HOU","A",19,21,77,87,11,7,2,2,0,5,6,8,0,33,0,1,1,0,4,3,0.142857142,"18353"
2017,"Daz Cameron","HOU","A",20,120,446,511,121,70,29,8,14,79,73,45,2,108,12,7,1,10,32,12,0.271300448,"18353"
2016,"Austin Riley","ATL","A",19,129,495,543,134,73,39,2,20,68,80,39,0,147,3,6,0,11,3,3,0.27070707,"18360"
2016,"Victor Robles","WSN","A",19,64,233,285,71,51,9,6,5,48,30,18,0,38,22,1,11,3,19,8,0.30472103,"18363"
2017,"Lewin Diaz","MIN","A",20,122,466,508,136,90,33,1,12,47,68,25,3,80,6,11,0,13,2,1,0.291845493,"18365"
2016,"Jermaine Palacios","MIN","A",19,71,261,288,58,46,8,3,1,34,28,18,0,39,3,4,2,11,3,4,0.222222222,"18371"
2017,"Jermaine Palacios","MIN","A",20,62,259,276,83,53,13,6,11,52,39,12,0,46,5,0,0,7,9,8,0.32046332,"18371"
2016,"Ryan Mountcastle","BAL","A",19,115,455,489,128,86,28,4,10,53,51,25,0,95,3,6,0,10,5,4,0.281318681,"18373"
2016,"Travis Blankenhorn","MIN","A",19,25,91,102,26,18,5,2,1,11,12,8,0,28,2,0,1,4,2,1,0.285714285,"18395"
2017,"Travis Blankenhorn","MIN","A",20,118,438,508,110,64,22,11,13,68,69,47,2,119,17,5,1,7,13,2,0.251141552,"18395"
2016,"Joe McCarthy","TBR","A",22,43,153,193,44,29,12,0,3,31,29,33,2,30,5,2,0,2,11,2,0.287581699,"18399"
2016,"Juan Yepez","ATL","A",18,23,92,100,24,18,5,0,1,10,7,7,0,23,1,0,0,2,0,0,0.260869565,"18400"
2017,"Juan Yepez","ATL","A",19,36,142,152,39,25,13,0,1,15,15,8,0,32,0,2,0,3,4,1,0.274647887,"18400"
2017,"Juan Yepez","STL","A",19,80,304,328,79,55,16,1,7,33,47,19,0,72,3,2,0,12,6,1,0.259868421,"18400"
2018,"Juan Yepez","STL","A",20,25,94,106,39,26,10,2,1,20,20,10,0,14,0,2,0,3,4,1,0.414893617,"18400"
2019,"Juan Yepez","STL","A",21,25,88,101,25,14,7,0,4,14,13,11,1,24,1,1,0,3,2,1,0.284090909,"18400"
2016,"Ronald Acuna Jr.","ATL","A",18,40,148,171,46,38,2,2,4,27,18,18,0,28,1,1,3,5,14,7,0.31081081,"18401"
2016,"Trey Amburgey","NYY","A",21,16,64,72,18,8,7,2,1,11,10,6,0,5,1,1,0,0,7,0,0.28125,"18425"
2016,"P.J. Higgins","CHC","A",23,121,445,537,126,95,30,1,0,57,40,72,1,75,8,4,8,10,3,1,0.283146067,"18433"
2016,"Chris Gittens","NYY","A",22,107,383,451,97,53,23,0,21,57,70,56,3,126,9,3,0,11,4,2,0.253263707,"18482"
2017,"Ali Sanchez","NYM","A",20,56,182,200,42,38,3,0,1,20,15,13,0,26,2,1,2,6,2,3,0.23076923,"18551"
2018,"Ali Sanchez","NYM","A",21,50,193,205,50,34,11,1,4,26,22,10,0,23,0,2,0,4,1,1,0.259067357,"18551"
2016,"Trent Grisham","MIL","A",19,59,221,262,51,32,15,2,2,27,24,37,0,68,2,0,2,3,5,10,0.23076923,"18564"
2016,"Luis Arraez","MIN","A",19,114,475,514,165,128,31,3,3,67,66,31,0,51,1,3,4,10,3,3,0.347368421,"18568"
2016,"Ke'Bryan Hayes","PIT","A",19,65,247,276,65,46,12,1,6,27,37,16,1,51,6,4,3,5,6,5,0.263157894,"18577"
2017,"Brendon Davis","TEX","A",19,25,77,90,14,11,1,0,2,8,6,12,0,28,1,0,0,2,0,0,0.181818181,"18587"
2016,"Brendon Davis","LAD","A",18,109,398,436,96,71,18,2,5,51,49,29,0,118,3,4,2,10,8,3,0.24120603,"18587"
2017,"Brendon Davis","LAD","A",19,86,310,367,76,46,19,3,8,39,35,47,1,107,8,2,0,9,3,7,0.24516129,"18587"
2017,"Donny Sands","NYY","A",21,76,286,314,77,58,17,0,2,31,45,21,0,53,3,3,1,4,0,5,0.269230769,"18603"
2016,"Jared Walsh","LAA","A",22,111,393,430,114,76,30,1,7,55,36,31,0,81,2,1,3,8,2,0,0.290076335,"18607"
2017,"Nick Plummer","STL","A",20,92,278,346,55,39,11,1,4,36,17,53,0,109,14,1,0,2,8,9,0.197841726,"18690"
2018,"Nick Plummer","STL","A",21,104,336,411,69,43,15,3,8,54,30,67,0,131,7,0,1,4,10,7,0.205357142,"18690"
2016,"Andy Ibanez","TEX","A",23,49,185,220,60,34,18,1,7,28,35,29,3,28,1,3,2,5,10,8,0.324324324,"18819"
2016,"Jose Azocar","DET","A",20,129,501,532,141,122,11,8,0,56,51,25,2,119,1,3,2,19,14,5,0.281437125,"18821"
2018,"Jose Azocar","DET","A",22,27,104,110,33,23,3,6,1,19,16,5,0,21,1,0,0,2,6,2,0.317307692,"18821"
2016,"Josh Naylor","MIA","A",19,89,342,370,92,57,24,2,9,42,54,22,2,62,3,2,1,4,10,3,0.269005847,"18839"
2017,"Yohel Pozo","TEX","A",20,39,142,150,48,36,8,2,2,19,15,7,0,8,1,0,0,2,0,0,0.338028169,"18848"
2018,"Yohel Pozo","TEX","A",21,117,428,465,113,72,29,2,10,45,49,27,0,50,5,5,0,11,0,0,0.264018691,"18848"
2016,"Jahmai Jones","LAA","A",18,16,62,70,15,13,1,0,1,8,10,5,0,13,0,1,2,3,1,0,0.241935483,"18872"
2017,"Jahmai Jones","LAA","A",19,86,346,387,94,63,18,4,9,54,30,32,1,63,3,1,5,7,18,7,0.2716763,"18872"
2019,"Curtis Terry","TEX","A",22,62,232,259,61,22,24,0,15,39,47,14,0,67,10,3,0,4,0,1,0.262931034,"18881"
2016,"Brandon Lowe","TBR","A",21,107,379,449,94,71,15,3,5,67,42,60,1,77,5,2,3,6,6,3,0.248021108,"18882"
2016,"Seby Zavala","CHW","A",22,93,360,404,91,62,19,3,7,40,49,35,0,108,7,1,1,10,1,1,0.252777777,"18887"
2017,"Seby Zavala","CHW","A",23,52,185,207,48,27,8,0,13,32,34,13,1,52,6,1,2,5,0,0,0.259459459,"18887"
2016,"Danny Mendick","CHW","A",22,98,369,412,101,77,20,2,2,40,34,31,0,75,9,2,1,5,8,5,0.273712737,"18889"
2016,"Lucius Fox","SFG","A",18,75,285,331,59,47,6,4,2,46,16,37,0,76,4,2,3,0,25,7,0.207017543,"18899"
2017,"Lucius Fox","TBR","A",19,77,302,345,84,66,13,3,2,45,27,33,0,80,7,1,2,9,27,10,0.278145695,"18899"
2017,"Leody Taveras","TEX","A",18,134,522,577,130,95,20,7,8,73,50,47,0,92,2,3,3,10,20,6,0.249042145,"18900"
2017,"Estevan Florial","NYY","A",19,91,344,389,102,65,21,5,11,64,43,41,1,124,2,2,0,3,17,7,0.296511627,"19151"
2016,"Will Smith","LAD","A",21,23,82,97,21,19,1,0,1,12,7,11,0,18,4,0,0,4,2,1,0.25609756,"19197"
2016,"Chris Okey","CIN","A",21,42,148,169,36,21,8,1,6,21,21,14,0,49,4,1,2,2,5,0,0.243243243,"19245"
2016,"Stone Garrett","MIA","A",20,52,197,212,42,25,9,2,6,21,16,11,0,71,3,0,1,2,1,2,0.213197969,"19273"
2016,"Armando Alvarez","NYY","A",21,53,208,218,57,40,12,0,5,25,29,6,0,23,0,4,0,10,0,2,0.274038461,"19292"
2017,"Armando Alvarez","NYY","A",22,35,119,129,31,23,8,0,0,11,11,8,0,19,1,1,0,3,0,0,0.260504201,"19292"
2016,"Nick Senzel","CIN","A",21,58,210,251,69,36,23,3,7,38,36,32,1,49,2,4,1,3,15,7,0.328571428,"19293"
2016,"Alex Call","CHW","A",21,46,185,203,57,37,17,0,3,23,18,15,0,40,1,1,1,3,10,2,0.308108108,"19296"
2017,"Alex Call","CHW","A",22,38,145,168,36,23,9,1,3,24,22,16,0,33,3,1,3,3,2,2,0.248275862,"19296"
2016,"Matt Thaiss","LAA","A",21,52,199,226,55,36,12,3,4,24,31,22,1,28,2,2,1,5,1,0,0.276381909,"19318"
2016,"Bryan Reynolds","SFG","A",21,16,63,66,20,14,5,0,1,11,8,3,1,20,0,0,0,0,1,0,0.317460317,"19326"
2016,"Luke Raley","LAD","A",21,56,200,231,49,32,11,4,2,24,17,15,0,47,9,5,2,6,4,4,0.245,"19354"
2017,"Weston Wilson","MIL","A",22,39,141,162,39,23,9,2,5,22,26,16,0,29,4,0,1,1,1,5,0.276595744,"19358"
2016,"Lucas Erceg","MIL","A",21,42,167,180,47,28,9,3,7,17,29,12,1,38,0,1,0,3,1,3,0.281437125,"19360"
2017,"Trenton Brooks","CLE","A",21,29,112,126,24,18,5,0,1,11,8,12,0,26,2,0,0,1,0,1,0.214285714,"19384"
2016,"Zach McKinstry","LAD","A",21,41,142,165,37,30,5,2,0,18,14,15,0,29,5,1,2,2,6,1,0.26056338,"19392"
2017,"Zach McKinstry","LAD","A",22,17,52,69,16,8,7,0,1,10,3,17,0,10,0,0,0,0,2,1,0.307692307,"19392"
2018,"Zach McKinstry","LAD","A",23,18,53,72,20,13,2,2,3,12,8,16,0,16,3,0,0,0,2,1,0.37735849,"19392"
2017,"Brian Serven","COL","A",22,49,168,199,47,31,14,1,1,22,19,20,0,29,6,2,3,2,3,4,0.279761904,"19422"
2018,"Yonny Hernandez","TEX","A",20,115,361,443,94,77,12,3,2,56,40,58,0,65,7,2,15,12,44,15,0.260387811,"19432"
2016,"Jake Rogers","HOU","A",21,21,72,82,15,10,3,1,1,7,4,8,0,25,2,0,0,0,1,0,0.208333333,"19452"
2017,"Jake Rogers","HOU","A",22,27,102,116,26,12,7,1,6,17,15,9,0,28,4,1,0,3,1,0,0.25490196,"19452"
2016,"Andruw Monasterio","CHC","A",19,48,176,192,38,32,5,1,0,25,11,10,1,33,3,0,3,4,7,5,0.21590909,"19455"
2017,"Andruw Monasterio","CHC","A",20,58,231,261,65,49,13,2,1,42,23,22,0,38,4,2,2,4,7,4,0.281385281,"19455"
2017,"Tommy Edman","STL","A",22,38,155,174,44,29,8,5,2,24,18,15,2,19,1,2,1,3,8,2,0.283870967,"19470"
2017,"Alex De Goti","HOU","A",22,34,119,145,31,23,4,1,3,22,8,24,0,29,2,0,0,2,4,3,0.260504201,"19477"
2017,"Andrew Knizner","STL","A",22,44,179,191,50,31,10,1,8,18,29,9,1,22,3,0,0,6,1,1,0.279329608,"19514"
2017,"Andrew Young","STL","A",23,58,211,244,60,33,11,4,12,31,38,22,1,54,10,0,1,4,5,2,0.284360189,"19521"
2017,"TJ Friedl","CIN","A",21,66,250,292,71,40,20,6,5,47,25,29,0,46,10,2,1,0,14,8,0.284,"19522"
2017,"Jacob Robson","DET","A",22,60,228,267,75,63,10,1,1,38,27,31,3,59,1,2,5,1,5,9,0.328947368,"19528"
2017,"Taylor Jones","HOU","A",23,50,174,202,38,25,8,0,5,23,28,17,0,50,6,4,1,4,0,0,0.218390804,"19533"
2016,"Jaylin Davis","MIN","A",21,52,192,218,48,25,13,1,9,32,29,21,0,64,5,0,0,4,3,0,0.25,"19552"
2017,"Jaylin Davis","MIN","A",22,66,251,272,67,39,13,3,12,36,41,16,0,77,3,2,0,5,9,2,0.26693227,"19552"
2018,"Simon Muzziotti","PHI","A",19,68,278,299,73,58,12,2,1,33,20,14,1,40,1,1,5,5,18,4,0.262589928,"19553"
2017,"Yordan Alvarez","HOU","A",20,32,111,139,40,25,6,0,9,26,33,23,3,36,2,3,0,0,2,0,0.36036036,"19556"
2017,"Zack Short","CHC","A",22,66,236,300,56,29,17,3,7,50,26,54,1,54,7,1,2,3,15,5,0.237288135,"19562"
2017,"Nate Mondou","OAK","A",22,66,247,288,73,54,16,3,0,31,32,31,2,43,2,6,2,6,8,3,0.295546558,"19563"
2017,"Nathaniel Lowe","TBR","A",21,63,229,269,67,49,13,0,5,34,35,36,0,53,1,3,0,3,0,1,0.292576419,"19566"
2017,"Chas McCormick","HOU","A",22,39,122,136,32,23,6,1,2,21,18,11,0,16,0,2,1,2,1,3,0.262295081,"19599"
2018,"Bryan De La Cruz","HOU","A",21,65,237,264,67,51,11,3,2,34,32,24,1,56,1,2,0,6,3,5,0.282700421,"19600"
2019,"Otto Lopez","TOR","A",20,108,447,492,145,115,20,5,5,61,50,34,0,63,2,5,4,7,20,15,0.324384787,"19608"
2017,"Keibert Ruiz","LAD","A",18,63,227,251,72,53,16,1,2,34,24,18,0,30,3,2,1,6,0,0,0.317180616,"19610"
2017,"Vladimir Guerrero Jr.","TOR","A",18,71,269,318,85,56,21,1,7,53,45,40,2,34,5,4,0,11,6,2,0.31598513,"19611"
2017,"Bo Bichette","TOR","A",19,70,284,317,109,64,32,3,10,60,51,28,0,55,5,0,0,3,12,3,0.383802816,"19612"
2016,"Luis Barrera","OAK","A",20,19,70,76,20,13,4,2,1,8,4,4,0,17,0,1,1,0,3,1,0.285714285,"19615"
2017,"Luis Barrera","OAK","A",21,73,278,301,77,54,13,7,3,41,22,16,0,61,3,3,1,7,13,7,0.276978417,"19615"
2018,"David MacKinnon","LAA","A",23,35,111,147,29,21,7,0,1,21,13,35,0,30,0,0,0,1,0,0,0.261261261,"19625"
2017,"Jack Kruger","LAA","A",22,69,267,296,62,43,13,2,4,34,23,21,0,54,4,2,2,11,2,1,0.232209737,"19634"
2017,"Sheldon Neuse","WSN","A",22,77,292,321,85,54,19,3,9,40,51,25,1,66,2,2,0,3,12,5,0.29109589,"19635"
2017,"Daniel Johnson","WSN","A",21,88,327,364,98,61,16,4,17,61,52,22,0,70,11,3,1,5,12,9,0.299694189,"19643"
2017,"Ben DeLuzio","ARI","A",22,46,186,202,59,42,14,3,0,20,18,13,0,33,2,1,0,2,13,7,0.317204301,"19644"
2017,"Zach Reks","LAD","A",23,17,55,65,17,15,2,0,0,4,3,7,0,13,2,0,1,3,1,4,0.309090909,"19667"
2017,"Mike Brosseau","TBR","A",23,82,302,344,96,67,21,2,6,50,32,26,0,48,12,1,3,9,5,7,0.317880794,"19683"
2017,"Edward Olivares","TOR","A",21,101,426,464,118,66,26,9,17,82,65,22,1,82,13,3,0,12,18,7,0.276995305,"19698"
2016,"Jake Noll","WSN","A",22,32,116,126,30,22,4,1,3,21,15,7,0,16,2,1,0,0,2,0,0.258620689,"19703"
2017,"Jake Noll","WSN","A",23,108,400,438,108,71,19,2,16,51,67,20,0,64,8,8,2,9,12,4,0.27,"19703"
2017,"Fernando Tatis Jr.","SDP","A",18,117,431,518,121,67,26,7,21,78,69,75,2,124,6,6,0,6,29,15,0.280742459,"19709"
2017,"Ronnie Dawson","HOU","A",22,116,438,505,119,78,23,4,14,81,62,55,0,101,9,3,0,10,17,8,0.271689497,"19710"
2017,"Darick Hall","PHI","A",21,114,426,477,116,60,28,1,27,64,96,29,0,110,17,5,0,10,0,0,0.272300469,"19717"
2021,"Carlos Narvaez","NYY","A",22,60,205,254,49,34,8,0,7,41,30,43,0,76,3,3,0,6,2,0,0.23902439,"19722"
2017,"Josh Rojas","HOU","A",23,52,195,219,50,30,5,5,10,33,40,15,0,43,2,7,0,1,0,0,0.256410256,"19734"
2016,"Zach Remillard","CHW","A",22,31,110,116,25,15,7,0,3,16,7,5,0,27,0,0,1,2,4,2,0.227272727,"19788"
2017,"Zach Remillard","CHW","A",23,133,484,529,119,83,27,2,7,54,50,19,0,124,7,6,13,2,4,3,0.245867768,"19788"
2017,"Jhonny Pereda","CHC","A",21,92,317,359,79,66,13,0,0,33,29,37,2,60,4,0,1,10,2,3,0.249211356,"19802"
2017,"Charles Leblanc","TEX","A",21,54,195,217,51,40,7,0,4,27,19,19,0,33,1,2,0,3,3,0,0.261538461,"19813"
2017,"Joshua Palacios","TOR","A",21,91,368,419,103,80,18,3,2,65,39,42,0,78,6,3,0,4,12,6,0.279891304,"19818"
2017,"Chuckie Robinson","HOU","A",22,108,430,468,118,69,32,2,15,69,77,31,1,98,5,1,0,15,7,1,0.274418604,"19824"
2017,"Cody Thomas","LAD","A",22,121,460,512,102,60,18,4,20,59,65,43,1,150,5,4,0,4,6,7,0.22173913,"19828"
