Season,Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,PlayerId
2019,"Danny Edgeworth","COL","A",23,71,235,274,64,47,9,0,8,36,32,31,1,72,5,0,3,3,6,3,0.272340425,"sa3002880"
2018,"Jeff Moberg","COL","A",23,23,78,88,16,5,8,1,2,13,11,4,1,30,1,5,0,1,1,0,0.205128205,"sa3002882"
2018,"Zach Jarrett","BAL","A",23,129,501,555,139,93,26,6,14,74,72,41,2,136,10,3,0,13,4,2,0.277445109,"sa3002883"
2018,"Jalen Washington","SDP","A",23,100,321,377,75,53,10,4,8,46,30,45,0,82,5,3,3,3,7,5,0.233644859,"sa3002884"
2021,"Ernesto Martinez Jr.","MIL","A",22,79,266,311,73,42,15,5,11,52,48,32,0,84,10,3,0,7,30,4,0.27443609,"sa3003173"
2022,"Fidel Castro","CIN","A",23,45,114,130,24,17,2,1,4,13,9,11,0,54,5,0,0,2,3,2,0.210526315,"sa3003175"
2021,"Reyny Reyes","CIN","A",22,32,113,121,28,25,1,0,2,15,15,5,0,26,0,1,2,5,1,2,0.24778761,"sa3003178"
2022,"Reyny Reyes","CIN","A",23,25,75,86,11,10,1,0,0,9,2,8,0,21,2,1,0,1,3,0,0.146666666,"sa3003178"
2018,"Hagen Owenby","ATL","A",22,45,158,169,44,37,6,0,1,10,12,7,1,24,2,2,0,4,0,0,0.278481012,"sa3003180"
2019,"Hagen Owenby","ATL","A",23,33,125,138,36,30,3,2,1,8,8,12,0,42,1,0,0,4,1,0,0.288,"sa3003180"
2021,"George Bell","OAK","A",21,15,52,59,7,5,2,0,0,3,1,5,0,23,2,0,0,2,0,0,0.134615384,"sa3003182"
2022,"Marcos Brito","OAK","A",22,27,96,120,20,16,1,1,2,16,8,20,0,47,2,0,2,1,2,0,0.208333333,"sa3003183"
2019,"Marcos Brito","OAK","A",19,62,204,228,37,27,8,0,2,21,13,22,0,67,0,1,1,2,3,4,0.181372549,"sa3003183"
2019,"Yunior Severino","MIN","A",19,22,78,86,19,12,7,0,0,7,8,7,0,27,0,1,0,1,0,0,0.243589743,"sa3003185"
2021,"Yunior Severino","MIN","A",21,63,229,268,56,33,17,1,5,30,53,32,0,75,5,2,0,6,2,0,0.244541484,"sa3003185"
2021,"Ranser Amador","CIN","A",22,27,90,96,22,16,3,2,1,15,6,5,0,35,0,1,0,0,4,0,0.244444444,"sa3003192"
2019,"Freudis Nova","HOU","A",19,75,282,299,73,49,20,1,3,35,29,15,0,68,2,0,0,3,10,7,0.258865248,"sa3003195"
2024,"David Garcia","MIL","A",24,61,196,249,49,39,10,0,0,26,25,39,1,46,11,3,0,6,1,0,0.25,"sa3003197"
2021,"Debby Santana","CIN","A",20,50,163,176,36,28,5,0,3,22,18,10,0,56,3,0,0,5,1,0,0.220858895,"sa3003210"
2021,"Felix Familia","KCR","A",22,66,234,268,62,54,7,0,1,17,25,21,0,55,7,1,0,10,0,0,0.264957264,"sa3003213"
2022,"Felix Familia","KCR","A",23,20,61,73,10,8,2,0,0,7,2,8,0,16,0,0,1,0,1,2,0.163934426,"sa3003213"
2022,"Amador Arias","SEA","A",21,71,241,279,44,27,10,1,6,39,25,30,0,93,6,2,0,5,3,4,0.182572614,"sa3003216"
2019,"Daniel Ozoria","MIN","A",18,58,163,183,31,28,2,0,1,21,6,15,0,45,3,1,1,2,15,1,0.190184049,"sa3003218"
2022,"Daniel Ozoria","MIN","A",21,47,129,144,34,28,5,0,1,22,12,13,0,47,1,1,0,0,17,3,0.263565891,"sa3003218"
2019,"Rafael Lantigua","TOR","A",21,95,335,364,85,59,16,6,4,36,31,23,0,58,2,4,0,6,9,8,0.253731343,"sa3003219"
2021,"Aldenis Sanchez","NYY","A",22,23,80,94,33,23,8,0,2,18,14,11,0,15,3,0,0,0,13,6,0.4125,"sa3003222"
2021,"Julio De La Cruz","LAA","A",20,32,103,119,19,14,1,3,1,13,13,14,0,42,1,0,1,0,6,1,0.184466019,"sa3003224"
2023,"Jhoneiker Betancourt","CHW","A",23,68,226,275,51,31,10,0,10,26,45,28,0,64,10,11,0,8,0,0,0.225663716,"sa3003225"
2021,"Johan Lopez","TBR","A",20,84,262,325,63,39,13,1,10,56,40,44,1,89,12,5,2,3,17,1,0.240458015,"sa3003228"
2022,"Jhon Torres","STL","A",22,27,96,102,20,12,5,0,3,8,15,6,0,30,0,0,0,1,0,0,0.208333333,"sa3003233"
2019,"Jhon Torres","STL","A",19,21,66,75,11,8,3,0,0,4,8,7,0,29,0,2,0,2,0,1,0.166666666,"sa3003233"
2022,"Wilfred Astudillo","CIN","A",22,50,150,161,34,26,8,0,0,12,19,9,1,22,2,0,0,3,1,1,0.226666666,"sa3003236"
2021,"Yenci Pena","TEX","A",20,20,61,71,16,9,5,0,2,15,13,7,0,19,1,2,0,3,2,0,0.262295081,"sa3003238"
2022,"Yenci Pena","TEX","A",21,57,164,199,35,27,4,1,3,22,14,31,0,52,3,1,0,4,8,4,0.213414634,"sa3003238"
2021,"Gustavo Campero","LAA","A",23,41,139,157,34,26,4,0,4,17,16,12,0,40,3,1,2,2,8,4,0.244604316,"sa3003242"
2021,"Edgar Made","PHI","A",21,39,103,122,14,9,4,0,1,12,9,15,0,31,1,3,0,3,3,0,0.13592233,"sa3003244"
2019,"Claudio Finol","CIN","A",19,53,179,197,39,29,5,4,1,17,14,13,0,33,4,0,1,4,0,3,0.217877094,"sa3003256"
2022,"Frank Veliz","DET","A",22,17,53,60,11,6,3,1,1,6,3,5,0,21,1,0,1,2,0,0,0.207547169,"sa3003257"
2021,"Eliezer Alfonzo","DET","A",21,39,156,171,48,33,7,1,7,25,29,12,0,11,2,1,0,6,2,0,0.307692307,"sa3003262"
2021,"Esney Chacon","DET","A",21,32,107,127,24,23,1,0,0,13,14,19,0,35,0,1,0,3,4,0,0.224299065,"sa3003267"
2022,"Esney Chacon","DET","A",22,30,92,102,31,25,4,1,1,17,12,10,0,23,0,0,0,1,6,2,0.336956521,"sa3003267"
2021,"Luis Mieses","CHW","A",21,52,203,225,62,43,12,1,6,31,41,13,0,33,3,6,0,1,0,0,0.305418719,"sa3003274"
2021,"Diego Infante","TBR","A",21,101,371,438,110,69,20,5,16,83,80,56,3,114,6,5,0,8,20,8,0.296495956,"sa3003280"
2021,"Abiezel Ramirez","TBR","A",21,68,231,272,60,38,10,3,9,38,54,32,0,102,1,3,5,1,17,3,0.259740259,"sa3003282"
2022,"Abiezel Ramirez","TBR","A",22,21,74,86,17,10,3,1,3,11,17,12,0,22,0,0,0,2,7,1,0.229729729,"sa3003282"
2023,"Abiezel Ramirez","TOR","A",23,40,130,155,31,20,6,2,3,21,15,23,0,44,2,0,0,0,5,1,0.238461538,"sa3003282"
2021,"Jose Peroza","NYM","A",21,64,226,278,62,39,15,1,7,46,47,41,1,67,9,1,0,5,5,0,0.274336283,"sa3003288"
2021,"Francisco Acuna","PIT","A",21,39,101,131,21,13,7,0,1,22,9,20,0,27,9,1,0,3,0,1,0.207920792,"sa3003291"
2022,"Anyesber Sivira","SFG","A",22,39,135,159,39,29,5,1,4,26,21,14,0,37,7,2,1,2,2,2,0.288888888,"sa3003301"
2019,"Anyesber Sivira","SFG","A",19,76,245,289,56,44,9,1,2,43,19,25,0,55,16,2,1,3,5,3,0.228571428,"sa3003301"
2021,"Sean Mendoza","HOU","A",21,23,72,80,14,10,1,0,3,10,10,3,0,26,4,1,0,1,4,0,0.194444444,"sa3003312"
2021,"Angel Aponte","TEX","A",21,48,162,188,40,31,5,1,3,27,24,15,0,42,9,2,0,4,17,3,0.24691358,"sa3003319"
2021,"Nerio Rodriguez","HOU","A",21,83,312,366,77,56,14,3,4,44,43,48,1,90,3,3,0,5,2,1,0.246794871,"sa3003325"
2021,"Franklin Soto","STL","A",21,81,274,307,57,43,10,0,4,27,29,24,0,87,5,3,1,10,3,3,0.208029197,"sa3003328"
2019,"Pablo Abreu","MIL","A",19,27,102,113,19,14,4,1,0,13,11,9,0,35,0,2,0,3,3,0,0.186274509,"sa3003329"
2021,"Ghordy Santos","SFG","A",21,24,101,111,32,25,5,1,1,17,19,9,0,27,1,0,0,1,5,1,0.316831683,"sa3003331"
2021,"Hugo Cardona","TOR","A",21,32,104,119,26,17,6,1,2,14,14,11,0,45,3,0,1,0,15,2,0.25,"sa3003339"
2022,"Jean Carmona","MIL","A",22,26,78,98,13,9,2,1,1,9,4,15,0,33,3,1,1,0,5,2,0.166666666,"sa3003340"
2021,"Jean Carmona","BAL","A",21,49,176,199,47,33,6,3,5,26,21,21,0,60,2,0,0,6,5,3,0.267045454,"sa3003340"
2021,"Kenneth Betancourt","LAD","A",21,17,51,56,10,7,3,0,0,7,5,2,0,10,0,2,1,1,0,1,0.196078431,"sa3003350"
2022,"Kenneth Betancourt","LAD","A",22,81,277,315,77,53,19,1,4,58,44,32,0,47,2,3,1,6,7,1,0.277978339,"sa3003350"
2023,"Kenneth Betancourt","LAD","A",23,65,224,249,69,56,11,0,2,34,36,19,0,33,2,2,2,4,9,1,0.308035714,"sa3003350"
2022,"Jorge Caballero","MIA","A",22,74,238,271,69,57,6,3,3,29,23,27,0,70,4,1,1,5,1,1,0.289915966,"sa3003360"
2023,"Jorge Caballero","MIA","A",23,60,218,247,72,56,10,3,3,40,32,26,0,47,3,0,0,5,8,3,0.330275229,"sa3003360"
2021,"Edwin Mateo","LAD","A",22,94,329,379,90,62,18,6,4,68,40,35,0,86,13,2,0,6,22,3,0.273556231,"sa3003364"
2021,"Jose Alvarez","HOU","A",21,17,57,62,15,12,3,0,0,6,7,4,0,16,0,1,0,2,2,0,0.263157894,"sa3003377"
2022,"Jose Alvarez","HOU","A",22,23,78,91,26,20,4,1,1,13,12,13,0,19,0,0,0,0,5,1,0.333333333,"sa3003377"
2021,"Josue Huma","CHC","A",21,32,96,116,19,14,3,1,1,12,11,14,0,19,2,1,3,2,3,1,0.197916666,"sa3003379"
2022,"Josue Huma","CHC","A",22,66,253,280,64,50,9,1,4,45,33,26,0,44,0,1,0,1,7,1,0.252964426,"sa3003379"
2022,"Freddvil Chevez","TBR","A",22,28,108,117,17,13,2,1,1,12,8,7,1,29,1,1,0,3,0,0,0.157407407,"sa3003413"
2022,"Julio Meza","TBR","A",23,20,66,75,18,12,4,1,1,12,8,5,0,18,3,0,0,1,1,0,0.272727272,"sa3003423"
2023,"Julio Meza","TBR","A",24,41,125,135,36,24,7,2,3,18,14,6,0,29,3,0,0,4,0,1,0.288,"sa3003423"
2019,"Juan Carlos Negret","KCR","A",20,39,134,158,23,11,6,0,6,20,16,15,0,57,7,2,0,2,1,1,0.171641791,"sa3003430"
2021,"Juan Carlos Negret","KCR","A",22,100,358,431,61,25,13,0,23,56,76,56,1,155,11,5,0,8,3,2,0.170391061,"sa3003430"
2018,"Trey Hair","TBR","A",23,58,217,243,63,40,17,3,3,34,22,18,0,42,7,1,0,3,5,3,0.29032258,"sa3003436"
2018,"Yoel Yanqui","ARI","A",22,126,495,552,143,112,22,4,5,83,60,49,6,100,4,3,1,6,13,9,0.288888888,"sa3003437"
2019,"Seaver Whalen","TBR","A",24,70,241,279,57,39,12,0,6,27,30,20,0,43,14,3,1,10,4,1,0.236514522,"sa3003939"
2018,"Justin Smith","ATL","A",22,33,117,126,21,12,6,0,3,9,13,5,0,42,4,0,0,2,0,0,0.179487179,"sa3003948"
2019,"Keshawn Lynch","ARI","A",22,75,237,293,53,43,9,1,0,31,22,44,0,81,5,4,3,7,2,3,0.223628691,"sa3003949"
2018,"Luke Burch","DET","A",24,37,134,153,42,34,6,2,0,22,22,12,1,36,0,1,6,2,10,3,0.313432835,"sa3003950"
2018,"Frankie Rios","BOS","A",23,79,270,310,61,42,16,2,1,37,15,28,0,93,9,0,3,4,6,5,0.225925925,"sa3003953"
2018,"Ernie De La Trinidad","ARI","A",22,91,312,379,97,74,13,2,8,52,56,45,0,48,9,9,0,5,6,7,0.310897435,"sa3003955"
2018,"Garrison Schwartz","ATL","A",22,20,64,75,13,10,3,0,0,8,4,9,0,22,2,0,0,1,1,1,0.203125,"sa3003956"
2018,"Cullen Large","TOR","A",22,27,95,112,30,16,9,0,5,32,18,13,0,18,3,1,0,0,3,0,0.315789473,"sa3003959"
2018,"Jake Adams","HOU","A",22,48,177,198,49,28,11,2,8,29,31,19,0,53,1,1,0,4,1,1,0.276836158,"sa3003962"
2017,"Billy Cooke","SEA","A",21,42,122,143,19,16,1,0,2,13,9,18,1,45,2,1,0,2,6,5,0.155737704,"sa3003963"
2018,"Billy Cooke","SEA","A",22,95,297,356,52,43,7,1,1,26,15,36,0,101,14,5,4,5,13,6,0.175084175,"sa3003963"
2018,"Ryan Grotjohn","ARI","A",23,80,297,335,90,55,22,6,7,51,49,25,0,54,6,7,0,4,3,5,0.303030303,"sa3003964"
2018,"Cole Peterson","DET","A",22,66,260,284,72,59,8,5,0,40,21,18,1,37,2,2,2,2,13,7,0.276923076,"sa3003965"
2019,"Alex Destino","CHW","A",23,112,420,476,125,86,20,2,17,63,64,49,4,116,5,2,0,7,0,1,0.297619047,"sa3004031"
2018,"Joey Morgan","DET","A",21,87,290,336,63,46,12,1,4,25,21,32,1,76,6,2,6,7,1,1,0.217241379,"sa3004032"
2017,"Louis Boyd","SEA","A",23,19,69,72,18,16,2,0,0,7,2,3,0,16,0,0,0,3,5,1,0.260869565,"sa3004038"
2018,"Louis Boyd","SEA","A",24,50,174,194,36,31,2,1,2,27,12,13,0,40,5,1,1,4,3,1,0.206896551,"sa3004038"
2018,"Hunter Hargrove","OAK","A",23,126,469,525,136,99,28,0,9,59,68,37,3,61,11,6,2,13,1,0,0.289978678,"sa3004039"
2018,"Nick Feight","SDP","A",22,47,175,181,39,22,14,1,2,14,17,5,0,23,0,1,0,6,1,0,0.222857142,"sa3004045"
2021,"Jeremy Arocho","LAA","A",22,63,228,273,67,58,5,3,1,49,21,42,0,50,2,1,0,6,23,3,0.293859649,"sa3004046"
2022,"Jeremy Arocho","LAA","A",23,85,251,336,58,43,14,1,0,53,32,79,0,58,4,1,1,1,32,5,0.231075697,"sa3004046"
2023,"Jeremy Arocho","LAA","A",24,101,302,388,77,65,6,5,1,62,26,78,2,59,1,3,4,7,47,4,0.254966887,"sa3004046"
2018,"Tirso Ornelas","SDP","A",18,86,309,355,78,54,13,3,8,45,40,40,3,68,3,3,0,7,5,1,0.252427184,"sa3004048"
2023,"Miguel Perez","SEA","A",22,64,199,240,39,18,10,7,4,33,28,33,0,99,5,3,0,3,11,4,0.195979899,"sa3004053"
2018,"Austin Beck","OAK","A",19,123,493,534,146,111,29,4,2,58,60,30,2,117,3,8,0,14,8,6,0.296146044,"sa3004055"
2018,"Marcus Chiu","LAD","A",21,54,181,218,40,22,8,1,9,33,22,18,0,55,18,1,0,2,9,2,0.220994475,"sa3004060"
2021,"Marcus Chiu","MIA","A",24,58,192,222,45,26,11,2,6,28,28,18,0,66,12,0,0,3,0,1,0.234375,"sa3004060"
2018,"Connor Hoover","SEA","A",21,23,72,80,15,14,1,0,0,3,4,8,1,22,0,0,0,1,1,2,0.208333333,"sa3004061"
2018,"Zane Gurwitz","LAA","A",23,37,124,135,22,16,4,2,0,12,8,11,0,29,0,0,0,8,0,0,0.177419354,"sa3004062"
2019,"Luis Roman","SDP","A",24,14,51,53,15,12,1,0,2,5,5,2,0,18,0,0,0,0,0,0,0.294117647,"sa3004063"
2018,"Jancarlos Cintron","ARI","A",23,97,342,377,102,74,19,2,7,51,39,18,0,45,11,6,0,7,3,4,0.298245614,"sa3004065"
2018,"Robbie Podorsky","SDP","A",23,57,205,229,75,62,7,5,1,34,25,12,0,24,7,0,5,3,23,5,0.365853658,"sa3004066"
2018,"Justin Bridgman","TBR","A",23,22,76,82,23,20,3,0,0,11,6,4,0,8,0,1,1,2,4,2,0.302631578,"sa3004069"
2018,"Ryan Costello","SEA","A",22,101,346,406,92,50,24,2,16,48,70,51,0,82,3,6,0,7,2,4,0.265895953,"sa3004071"
2018,"Kenny Corey","MIL","A",23,45,150,170,38,30,8,0,0,15,13,12,0,37,2,4,2,5,3,1,0.253333333,"sa3004073"
2018,"Pat McInerney","MIL","A",23,56,187,230,43,24,8,1,10,32,25,37,0,68,3,2,1,9,5,3,0.229946524,"sa3004078"
2018,"Jake Lumley","OAK","A",23,15,56,58,13,12,0,1,0,7,6,2,0,13,0,0,0,0,0,0,0.232142857,"sa3004122"
2018,"Logan Farrar","OAK","A",23,117,421,478,99,68,14,5,12,50,57,45,4,102,7,5,0,8,2,1,0.235154394,"sa3004126"
2019,"Logan Farrar","OAK","A",24,72,244,285,54,44,8,0,2,34,27,34,0,70,3,3,1,4,5,2,0.221311475,"sa3004126"
2017,"Jordan Gore","MIN","A",22,27,86,97,19,13,3,2,1,13,4,10,0,33,0,1,0,2,1,0,0.220930232,"sa3004127"
2018,"Jordan Gore","MIN","A",23,63,199,233,61,52,6,1,2,31,22,27,0,44,2,1,4,3,5,3,0.306532663,"sa3004127"
2018,"Laz Rivera","CHW","A",23,63,237,265,82,59,15,2,6,42,24,6,0,48,14,1,7,9,7,3,0.345991561,"sa3004128"
2019,"Mitch Reeves","CLE","A",24,59,214,248,55,35,14,0,6,32,37,28,1,54,4,2,0,4,5,2,0.257009345,"sa3004137"
2019,"Chris Seise","TEX","A",20,21,87,92,21,14,4,3,0,12,6,3,0,33,1,1,0,1,6,5,0.24137931,"sa3004142"
2018,"Jeisson Rosario","SDP","A",18,117,436,521,118,93,17,5,3,79,34,66,2,108,5,6,8,4,18,12,0.270642201,"sa3004146"
2021,"Jordy Barley","SDP","A",21,61,242,279,58,40,8,2,8,43,28,31,2,82,4,2,0,2,33,6,0.239669421,"sa3004148"
2021,"Jordy Barley","WSN","A",21,33,122,141,25,17,6,0,2,17,10,17,0,43,2,0,0,0,12,5,0.204918032,"sa3004148"
2019,"Agustin Ruiz","SDP","A",19,120,443,510,106,74,26,2,4,49,55,51,1,127,6,9,1,12,2,1,0.239277652,"sa3004149"
2018,"Roman Garcia","HOU","A",22,30,106,110,19,13,6,0,0,5,5,0,0,27,4,0,0,2,1,0,0.179245283,"sa3004151"
2019,"Blake Hunt","SDP","A",20,89,333,376,85,56,21,3,5,40,39,35,1,67,4,3,1,11,4,1,0.255255255,"sa3004153"
2018,"Tyler Ratliff","TEX","A",22,93,291,334,63,48,7,0,8,39,26,35,0,87,8,0,0,4,1,1,0.216494845,"sa3004156"
2018,"Cody Bohanek","HOU","A",22,44,139,169,31,23,2,2,4,22,17,21,0,29,8,1,0,2,7,1,0.223021582,"sa3004157"
2018,"Jake Scheiner","PHI","A",22,122,453,517,134,86,30,5,13,65,67,49,2,81,8,4,3,11,10,6,0.295805739,"sa3004160"
2018,"Tyreque Reed","TEX","A",21,97,344,385,92,47,27,0,18,48,53,32,0,102,8,1,0,9,1,0,0.26744186,"sa3004163"
2019,"Tyreque Reed","TEX","A",22,64,238,280,67,37,17,0,13,37,48,34,1,60,4,4,0,4,4,2,0.281512605,"sa3004163"
2019,"Angel Lopez","CLE","A",22,19,66,73,10,5,4,0,1,4,4,7,0,24,0,0,0,0,0,1,0.151515151,"sa3004167"
2017,"Austin Listi","PHI","A",23,31,120,128,29,16,7,2,4,16,11,4,0,30,2,1,1,2,0,0,0.241666666,"sa3004170"
2017,"Dyla Burdeaux","DET","A",23,42,150,167,39,26,10,1,2,23,22,15,0,33,1,1,0,6,2,1,0.26,"sa3004172"
2018,"Ryan Dobson","ARI","A",23,31,99,118,19,14,3,1,1,15,8,14,0,26,4,1,0,1,5,1,0.191919191,"sa3004178"
2019,"Robbie Thorburn","BAL","A",24,47,187,198,52,36,11,1,4,28,14,7,0,51,4,0,0,1,4,4,0.278074866,"sa3004240"
2018,"Chad Spanberger","COL","A",22,92,349,380,110,65,20,3,22,65,75,20,4,82,8,3,0,5,16,4,0.315186246,"sa3004242"
2018,"Renae Martinez","ARI","A",24,44,165,189,55,33,17,0,5,30,35,16,0,36,5,3,0,4,0,0,0.333333333,"sa3004255"
2018,"Trevor Craport","BAL","A",21,122,437,497,112,71,26,4,11,68,72,37,0,77,13,10,0,10,4,2,0.256292906,"sa3004260"
2019,"Abrahan Gutierrez","PHI","A",19,83,289,322,71,58,9,0,4,23,27,28,0,62,2,3,0,14,3,1,0.24567474,"sa3004263"
2021,"Abrahan Gutierrez","PHI","A",21,50,177,219,51,36,10,0,5,30,32,37,1,31,4,1,0,4,0,0,0.288135593,"sa3004263"
2021,"Abrahan Gutierrez","PIT","A",21,22,68,87,20,10,8,2,0,16,4,16,0,13,3,0,0,3,0,0,0.294117647,"sa3004263"
2021,"Terry Fuller","STL","A",22,42,109,144,12,6,5,1,0,14,8,32,1,49,2,1,0,1,2,0,0.110091743,"sa3004265"
2021,"Alison Quintero","SDP","A",21,30,106,118,17,13,3,0,1,9,14,7,0,32,2,1,2,3,1,0,0.160377358,"sa3004266"
2022,"Davis Tavarez","BAL","A",23,27,99,106,21,15,4,0,2,10,11,6,0,31,0,1,0,1,1,0,0.212121212,"sa3004271"
2021,"Sam McMillan","DET","A",22,23,74,88,15,13,2,0,0,12,5,9,0,26,5,0,0,0,3,1,0.202702702,"sa3004277"
2019,"Sam McMillan","DET","A",20,72,220,280,53,41,10,0,2,36,19,47,0,50,11,1,1,6,6,6,0.24090909,"sa3004277"
2018,"Cameron Baranek","MIA","A",23,28,94,110,30,23,3,0,4,22,15,13,0,19,1,2,0,2,4,2,0.319148936,"sa3004281"
2021,"Obie Ricumstrict","TEX","A",22,33,98,113,16,8,5,0,3,13,15,9,0,43,3,1,2,1,6,0,0.163265306,"sa3004282"
2018,"Jared Akins","MIN","A",21,18,67,69,14,11,2,1,0,7,8,2,0,24,0,0,0,1,0,1,0.208955223,"sa3004284"
2019,"Jared Akins","MIN","A",22,90,329,362,66,40,11,4,11,45,40,26,0,121,4,3,0,3,10,4,0.200607902,"sa3004284"
2018,"Dylan Rosa","DET","A",22,107,376,421,86,54,15,6,11,53,53,42,0,129,3,0,0,7,5,6,0.228723404,"sa3004285"
2017,"Micah Brown","MIA","A",21,14,50,56,10,8,1,1,0,5,5,2,0,20,3,0,1,0,0,2,0.2,"sa3004286"
2018,"Micah Brown","MIA","A",22,74,249,278,55,37,11,1,6,29,26,20,0,82,4,2,3,5,11,1,0.220883534,"sa3004286"
2018,"Ben Bengtson","PIT","A",22,75,246,269,54,36,13,1,4,31,27,14,0,71,3,4,2,6,4,1,0.219512195,"sa3004291"
2018,"Will Robertson","BAL","A",23,111,386,413,92,56,27,1,8,46,37,16,0,85,8,3,0,9,0,2,0.238341968,"sa3004294"
2019,"Will Robertson","BAL","A",24,38,132,153,36,23,10,0,3,22,18,18,1,30,2,1,0,1,0,0,0.272727272,"sa3004294"
2018,"Brent Diaz","MIL","A",22,26,72,87,14,9,2,0,3,9,13,12,0,22,1,2,0,1,0,0,0.194444444,"sa3004297"
2019,"Brent Diaz","MIL","A",23,70,200,245,49,31,12,2,4,26,24,32,0,55,7,5,1,4,7,4,0.245,"sa3004297"
2018,"Michael Osinski","BOS","A",22,45,161,183,48,39,6,1,2,20,25,18,0,36,3,0,1,4,1,1,0.298136645,"sa3004298"
2018,"Ben Rodriguez","MIN","A",23,83,279,320,72,40,21,1,10,46,44,33,1,96,2,6,0,9,2,2,0.258064516,"sa3004301"
2019,"Ben Rodriguez","MIN","A",24,55,202,217,42,28,9,0,5,20,19,12,0,54,3,0,0,10,0,0,0.207920792,"sa3004301"
2019,"Manny Pazos","SEA","A",24,50,161,186,25,18,5,1,1,20,9,22,1,49,1,2,0,3,0,0,0.155279503,"sa3004304"
2018,"Jake Stone","TBR","A",23,22,74,85,15,8,4,2,1,13,8,9,0,15,0,1,1,1,1,1,0.202702702,"sa3004305"
2018,"Kevin Markham","PHI","A",24,53,170,190,48,37,8,1,2,22,15,15,1,31,4,1,0,0,12,7,0.282352941,"sa3004374"
2021,"Ulrich Bojarski","DET","A",22,35,121,134,19,17,2,0,0,13,5,11,0,57,1,0,1,3,3,1,0.157024793,"sa3004381"
2019,"Ulrich Bojarski","DET","A",20,104,384,420,104,74,17,3,10,52,55,16,0,87,6,8,1,10,6,3,0.270833333,"sa3004381"
2021,"Jose Sanchez","WSN","A",20,73,233,280,54,34,16,1,3,43,31,41,0,61,5,0,1,4,1,1,0.231759656,"sa3004382"
2019,"Jose Sanchez","WSN","A",18,37,116,130,21,19,2,0,0,9,6,10,0,36,2,1,1,4,0,2,0.181034482,"sa3004382"
2021,"Ricardo Mendez","WSN","A",21,60,225,255,65,43,16,3,3,32,34,22,0,65,2,3,3,3,9,3,0.288888888,"sa3004383"
2019,"Ricardo Mendez","WSN","A",19,23,72,81,14,12,1,1,0,11,5,8,0,20,1,0,0,0,5,0,0.194444444,"sa3004383"
2019,"Demetrius Sims","MIA","A",23,43,145,174,43,32,6,2,3,27,12,20,1,49,7,1,1,1,9,4,0.296551724,"sa3004390"
2018,"Yahir Gurrola","PHI","A",22,25,79,83,10,8,1,0,1,11,1,4,0,30,0,0,0,1,1,1,0.126582278,"sa3004394"
2019,"Nick Hutchins","KCR","A",23,67,245,262,64,41,18,0,5,29,24,9,0,59,6,2,0,4,2,2,0.261224489,"sa3004395"
2019,"Jamori Blash","WSN","A",23,21,79,85,15,6,6,1,2,9,8,3,0,32,2,1,0,1,0,0,0.189873417,"sa3004396"
2019,"Tyler Benson","SDP","A",23,20,68,77,19,13,4,2,0,16,7,9,0,13,0,0,0,0,7,0,0.279411764,"sa3004398"
2018,"William Gorman","ARI","A",23,24,76,87,14,9,2,3,0,9,6,11,2,38,0,0,0,0,1,0,0.184210526,"sa3004399"
2018,"Eric Peterson","LAD","A",24,53,165,186,42,31,7,1,3,18,20,13,0,39,6,2,0,2,10,2,0.254545454,"sa3004405"
2017,"Austin Upshaw","CHC","A",20,52,210,230,61,47,11,1,2,28,29,14,1,31,3,3,0,6,1,1,0.29047619,"sa3004498"
2018,"Austin Upshaw","CHC","A",21,40,140,155,22,15,3,0,4,9,17,9,0,32,0,3,3,1,0,1,0.157142857,"sa3004498"
2019,"Ricky De La Torre","MIN","A",19,33,104,118,18,13,2,1,2,10,10,10,0,38,3,1,0,2,0,0,0.173076923,"sa3004503"
2019,"Erik Ostberg","TBR","A",23,29,97,109,24,20,3,0,1,12,7,10,1,30,2,0,0,3,0,0,0.24742268,"sa3004505"
2018,"Matt Winaker","NYM","A",22,121,425,516,108,65,23,7,13,65,61,62,4,88,21,8,0,3,4,3,0.254117647,"sa3004506"
2021,"Jecorrah Arnold","BOS","A",22,33,91,102,13,6,2,2,3,12,8,8,0,42,1,2,0,1,3,1,0.142857142,"sa3004508"
2018,"Austin Bernard","COL","A",22,58,184,215,34,21,7,1,5,28,13,21,0,58,5,0,4,4,1,2,0.184782608,"sa3004510"
2018,"Jake Scudder","WSN","A",23,86,311,345,76,50,19,0,7,36,55,25,0,66,5,4,0,8,1,2,0.24437299,"sa3004512"
2018,"Brett Pope","PIT","A",22,29,95,114,26,16,7,0,3,12,17,13,0,24,3,1,2,1,4,2,0.27368421,"sa3004513"
2018,"Cam Balego","CHC","A",23,38,129,143,30,23,7,0,0,13,12,8,1,25,4,1,1,0,1,1,0.232558139,"sa3004517"
2018,"Max Hogan","BAL","A",24,40,135,150,29,19,8,0,2,15,17,11,0,28,2,0,2,2,1,2,0.214814814,"sa3004521"
2018,"Taylor Bryant","STL","A",23,28,99,120,24,18,5,0,1,17,10,15,0,30,4,0,2,6,0,1,0.242424242,"sa3004607"
2019,"Nic Perkins","WSN","A",23,63,201,242,42,25,16,1,0,16,20,36,0,59,3,1,1,8,2,1,0.208955223,"sa3004610"
