Season,Name,Team,Level,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
2016,"Edmundo Sosa","STL","A",20,378,0.05026455,0.187830687,0.267605633,0.267806267,0.306666666,0.336182336,0.642849002,0.068376069,3.7534096684471345,0.325,-0.5066396043112036,37.078125181177,-4.0064614689561315,0.3016218196551005,90.2482614634188,"17022"
2016,"Magneuris Sierra","STL","A",20,562,0.039145907,0.172597864,0.226804123,0.307251908,0.335135135,0.395038167,0.730173302,0.087786259,6.368596051217469,0.36744186,-0.26522343399119563,69.96603986547679,8.882606803638641,0.33799035645819997,114.54176092991742,"17023"
2017,"Jose Herrera","ARI","A",20,238,0.06722689,0.134453781,0.5,0.208144796,0.260504201,0.28959276,0.550096961,0.081447964,0.8498243525,0.238095238,-0.005866424267878756,15.672623619621486,-12.350421488100796,0.2557074853352138,55.92762513629397,"17040"
2018,"Jose Herrera","ARI","A",21,123,0.056910569,0.170731707,0.333333333,0.226086956,0.268292682,0.295652173,0.563944855,0.069565217,0.49441964,0.265957446,-0.02943751635029912,8.508598810737832,-5.663369895214336,0.263207010621947,60.038227484684306,"17040"
2019,"Jose Herrera","ARI","A",22,208,0.16826923,0.158653846,1.06060606,0.278106508,0.394230769,0.437869822,0.832100591,0.159763314,3.4716556629634336,0.31617647,-0.09291423542890698,34.14544625934347,10.147294957005826,0.38677156950540587,142.28365272460545,"17040"
2016,"Miguel Gomez","SFG","A",23,285,0.042105263,0.087719298,0.48,0.370786516,0.40140845,0.531835205,0.933243655,0.161048689,3.6512834967200085,0.38559322,-0.23719601810444146,53.8580474107413,21.574492216005776,0.4182033993250935,166.82811755355843,"17075"
2017,"Meibrys Viloria","KCR","A",20,398,0.06281407,0.198492462,0.316455696,0.258953168,0.312977099,0.393939393,0.706916492,0.134986225,2.880625771776777,0.310469314,-0.5276710973121226,47.85358950690615,2.2441613544641688,0.3239265160099544,104.92038915060155,"17109"
2016,"Monte Harrison","MIL","A",20,298,0.067114093,0.325503355,0.206185567,0.220973782,0.293918918,0.337078651,0.630997569,0.116104869,5.566556678275072,0.321212121,0.468973318245844,28.855755557137094,-3.5336804792112475,0.2998878788706419,89.09002158837947,"17216"
2017,"Monte Harrison","MIL","A",21,261,0.111111111,0.268199233,0.414285714,0.264573991,0.359073359,0.475336322,0.834409681,0.210762331,5.359491133630563,0.333333333,0.9606418817857048,41.683467638381224,10.9523131294925,0.3768911032603054,135.63912031461308,"17216"
2016,"Alex Jackson","SEA","A",20,381,0.089238845,0.270341207,0.330097087,0.243243243,0.331578947,0.408408408,0.739987355,0.165165165,3.349632664414838,0.316742081,0.03927763366664294,49.71444372439328,8.30378892624321,0.34623989911066827,120.05230046884978,"17276"
2016,"Luis Liberato","SEA","A",20,432,0.108796296,0.231481481,0.47,0.258064516,0.34047619,0.368279569,0.708755759,0.110215053,6.276750159270268,0.346863468,0.06157074363727588,52.264063596880746,5.310250282442884,0.3331515343775328,111.30951866865738,"17307"
2017,"Luis Liberato","SEA","A",21,223,0.103139013,0.228699551,0.450980392,0.230366492,0.30875576,0.445026178,0.753781938,0.214659686,6.942088861247316,0.277372262,-0.6467386264557717,28.510415053442962,2.2535282508292283,0.33575770272637295,108.58261783954106,"17307"
2016,"Michael Chavis","BOS","A",20,312,0.07051282,0.237179487,0.297297297,0.243727598,0.32051282,0.390681003,0.711193823,0.146953405,4.652321114029629,0.303030303,0.16282785718794912,37.679370549485,2.337373283669265,0.3280889269633171,106.61358571811695,"17321"
2016,"Cole Tucker","PIT","A",19,67,0.059701492,0.134328358,0.444444444,0.262295081,0.307692307,0.44262295,0.750315257,0.180327869,6.307048980325213,0.294117647,-0.20267732063075528,8.55274161049055,0.9632742489211442,0.337185995395367,112.69225102408178,"17326"
2016,"Willi Castro","CLE","A",19,548,0.034671532,0.175182481,0.197916666,0.258687258,0.286238532,0.37065637,0.656894902,0.111969112,6.757909447981396,0.302380952,-0.9785076084372122,53.79194276409523,-5.76983894033058,0.30171851229272495,90.31285032915352,"17338"
2016,"Yermin Mercedes","BAL","A",23,382,0.089005235,0.164921465,0.539682539,0.352941176,0.410994764,0.579411764,0.990406528,0.226470588,4.324341810766282,0.395522388,-0.2552155973389745,78.2838372481018,35.01254572392998,0.4392837683359782,180.91402981205584,"17423"
2016,"Jose Siri","CIN","A",20,87,0.022988505,0.390804597,0.058823529,0.144578313,0.162790697,0.180722891,0.343513588,0.036144578,4.870361102469697,0.24,-0.16216105957573745,-0.31485745748467686,-9.770833749975637,0.16153108311253925,-3.3297191928738954,"17452"
2017,"Jose Siri","CIN","A",21,552,0.059782608,0.235507246,0.253846153,0.29317269,0.340699815,0.530120481,0.870820296,0.236947791,8.883234804471103,0.348571428,4.261952239379752,91.07483317321282,26.080207545218283,0.38371349240407043,140.12671400631163,"17452"
2016,"Kelvin Gutierrez","WSN","A",21,417,0.069544364,0.155875299,0.446153846,0.299734748,0.34939759,0.405835543,0.755233133,0.106100795,7.219298960973716,0.349206349,0.9674608600907959,55.34786037878021,8.111921725430333,0.3438919888921531,117.17319895971848,"17468"
2016,"Narciso Crook","CIN","A",20,90,0.066666666,0.255555555,0.260869565,0.243902439,0.311111111,0.402439024,0.713550135,0.158536585,4.2644853341314315,0.303571428,0.02252577467879746,10.974839912339517,1.192795471831629,0.33447523183292815,112.19372370557026,"17473"
2018,"Narciso Crook","CIN","A",22,92,0.097826086,0.29347826,0.333333333,0.2625,0.336956521,0.525,0.861956521,0.2625,7.2704616294152755,0.346153846,0.5814652764238417,14.67771004515395,4.077538330132817,0.3818348548982454,138.4667195943126,"17473"
2016,"Troy Stokes Jr.","MIL","A",20,366,0.098360655,0.169398907,0.580645161,0.267515923,0.358126721,0.394904458,0.753031179,0.127388535,7.538552786182176,0.318725099,2.494291099224938,49.90391917580936,10.123605117743944,0.3543186903656678,125.44878128153289,"17478"
2016,"Eloy Jimenez","CHC","A",19,464,0.05387931,0.202586206,0.265957446,0.328703703,0.368534482,0.532407407,0.900941889,0.203703704,4.981503750235067,0.391437308,0.47874523598875385,81.84359540031545,31.411721840363658,0.40946496192390125,162.28545485827019,"17484"
2016,"Myles Straw","HOU","A",21,307,0.09446254,0.188925081,0.5,0.374074074,0.431893687,0.47037037,0.902264057,0.096296296,6.597893344930316,0.471962616,-0.3982413976773387,55.779533152022395,22.411892671623267,0.41677219490210216,167.1665492343952,"17620"
2016,"Vimael Machin","CHC","A",22,120,0.108333333,0.191666666,0.565217391,0.242718446,0.33898305,0.300970873,0.639953923,0.058252427,4.368641822508724,0.3125,0.6079106090182904,12.60000060991843,-0.4427253107587542,0.3111390264357551,96.6055768291743,"17684"
2017,"Vimael Machin","CHC","A",23,305,0.078688524,0.108196721,0.727272727,0.319852941,0.371237458,0.5,0.871237458,0.180147059,4.203108223817871,0.331896551,-0.030829870054731146,51.64956637388223,15.73768083667511,0.38933293851429984,143.8230424308125,"17684"
2017,"Jose Cuas","MIL","A",23,203,0.103448275,0.266009852,0.388888888,0.195402298,0.306930693,0.339080459,0.646011152,0.143678161,6.776696620699644,0.264957264,-0.2365524549240945,20.904302878497656,-2.997706183971349,0.3036429477800237,87.45835056736567,"17701"
2016,"Skye Bolt","OAK","A",22,402,0.104477611,0.218905472,0.477272727,0.230994152,0.31840796,0.345029239,0.663437199,0.114035087,4.663941924956815,0.284615384,0.1114655498531647,42.39787074852656,-1.295261085742007,0.3117827168129329,97.03554991055564,"17723"
2016,"Josh Lester","DET","A",21,71,0.042253521,0.309859154,0.136363636,0.147058823,0.183098591,0.147058823,0.330157414,0,4.955712061861407,0.217391304,0.203024644186371,-0.23108356223102794,-7.948029731965029,0.16203292994432048,-2.9944949355399384,"17737"
2017,"Josh Lester","DET","A",22,285,0.042105263,0.161403508,0.260869565,0.275471698,0.308771929,0.449056603,0.757828532,0.173584905,2.792166616792154,0.297674418,-0.21796555725450162,36.88462330005432,3.32761550299193,0.3377852789142676,109.916305777666,"17737"
2016,"Max Schrock","WSN","A",21,299,0.073578595,0.066889632,1.1,0.325925925,0.381270903,0.459259259,0.840530162,0.133333334,6.59279448840198,0.337349397,1.7659642803482711,48.21651672700152,14.34710268059477,0.38158555293960317,142.36005577461967,"17750"
2016,"DJ Stewart","BAL","A",22,262,0.160305343,0.221374045,0.724137931,0.230046948,0.366412213,0.352112676,0.718524889,0.122065728,5.4287899560536355,0.294117647,0.7839361060177907,33.92010646056735,4.241890807863109,0.33958152381853124,114.2929442170712,"17766"
2016,"Braden Bishop","SEA","A",22,284,0.088028169,0.169014084,0.520833333,0.29032258,0.363309352,0.330645161,0.693954513,0.040322581,5.1271630668342345,0.355,0.8395103102957364,34.245796195611206,3.3780115166751985,0.33260356500852023,110.94348542278235,"17806"
2016,"Jakson Reetz","WSN","A",20,342,0.111111111,0.230994152,0.481012658,0.229681978,0.346041055,0.356890459,0.702931514,0.127208481,3.8087483028537417,0.297560975,0.35645958420354873,41.91622963684483,3.1759634031621986,0.3304602335974618,108.19809390055472,"17837"
2017,"Jakson Reetz","WSN","A",21,143,0.104895104,0.286713286,0.365853658,0.237704918,0.345070422,0.344262295,0.689332717,0.106557377,2.503940547909589,0.341772151,-0.656447434797883,17.535114160477725,1.1478070604797266,0.3270815304467376,107.00424452581272,"17837"
2016,"Luis Alexander Basabe","BOS","A",19,451,0.088691796,0.257206208,0.344827586,0.258064516,0.325167037,0.446650124,0.771817161,0.188585608,8.015906104612702,0.329749103,2.966977938893251,61.279636874511574,10.192326724245886,0.34804882583745606,119.95079931643822,"17839"
2017,"Tyler Nevin","COL","A",20,335,0.080597014,0.167164179,0.482142857,0.305369127,0.364179104,0.456375838,0.820554942,0.151006711,5.559932355002858,0.348547717,-0.13251857412979007,52.15964920511313,13.769803900922023,0.37078258048242596,135.8683495383055,"17893"
2016,"Brendan Rodgers","COL","A",19,491,0.071283095,0.199592668,0.357142857,0.280542986,0.341513292,0.479638009,0.821151301,0.199095023,3.6822747089223276,0.319148936,-0.04942574672168121,74.97878168993273,19.360446249177837,0.37028566764663823,134.8094672301021,"17907"
2016,"Marcus Wilson","ARI","A",19,115,0.113043478,0.278260869,0.40625,0.252525252,0.356521739,0.383838383,0.740360122,0.131313131,6.501367920882878,0.363636363,0.6424922465084819,15.422268372881158,2.9229893655655244,0.3512295054352802,123.38526377285235,"17910"
2017,"Marcus Wilson","ARI","A",20,447,0.123042505,0.201342281,0.611111111,0.295039164,0.382882882,0.446475195,0.829358077,0.151436031,5.841474547763034,0.361111111,0.11173522598983254,71.18409202519385,18.55257453295913,0.37629943007257727,135.24993277211968,"17910"
2016,"Isan Diaz","MIL","A",20,587,0.12265758,0.252129471,0.486486486,0.264299802,0.357751277,0.469428007,0.827179284,0.205128205,4.818226746643622,0.332361516,-0.8242144469259074,91.3733087925166,27.57264116387069,0.38091834905820016,143.21685366109057,"17922"
2016,"Cedric Mullins","BAL","A",21,559,0.066189624,0.180679785,0.366336633,0.272727272,0.32078853,0.464216634,0.785005164,0.191489362,8.18947562396408,0.313580246,3.5627085611922666,77.74210265955381,14.421024224967287,0.3522745723365456,122.7744450686588,"17929"
2016,"Sam Hilliard","COL","A",22,527,0.106261859,0.284629981,0.373333333,0.266811279,0.347992351,0.449023861,0.797016212,0.182212582,6.846806404727285,0.356902356,1.1795473786769435,76.51064123161217,16.814383029416998,0.3603441806939932,128.16656108070555,"17954"
2016,"Ty France","SDP","A",21,281,0.156583629,0.174377224,0.897959183,0.237442922,0.4,0.342465753,0.742465753,0.105022831,2.769486749964578,0.28313253,-0.5240467554103816,40.51587295424713,9.97415642332805,0.3651104660970824,132.65748476589604,"17982"
2016,"Tyler Stephenson","CIN","A",19,153,0.078431372,0.294117647,0.266666666,0.215827338,0.278145695,0.323741007,0.601886702,0.107913669,3.2614468775,0.296703296,0.007910600077593699,13.168098466382917,-3.461377082480494,0.2850600196825748,79.1852901655875,"17988"
2017,"Tyler Stephenson","CIN","A",20,348,0.126436781,0.166666666,0.758620689,0.277966101,0.373563218,0.413559322,0.78712254,0.135593221,2.367345035642479,0.322033898,-0.023194323730422184,51.51053778068474,10.535665102166451,0.36179988617184516,125.71250235437566,"17988"
2016,"John Bormann","PIT","A",23,196,0.056122448,0.102040816,0.55,0.242937853,0.286458333,0.33898305,0.625441383,0.096045197,2.92170329,0.25949367,-0.022819655539933592,17.480996045962204,-4.721027877434858,0.28636860474944115,78.73604724630658,"18006"
2016,"Hoy Park","NYY","A",20,517,0.12959381,0.232108317,0.558333333,0.225287356,0.3359375,0.328735632,0.664673132,0.103448276,8.125138741933316,0.303797468,5.136776399507653,56.9226298575417,-1.640872022031164,0.31399816484190524,97.1981319945563,"18027"
2017,"Hoy Park","NYY","A",21,373,0.10455764,0.168900804,0.619047619,0.262345679,0.357526881,0.36728395,0.724810831,0.104938271,7.224686498803446,0.309803921,0.6368339834734797,49.421496028010175,6.676981704239174,0.34012704366637814,115.6206750968416,"18027"
2016,"Jake Cronenworth","TBR","A",22,380,0.142105263,0.15,0.947368421,0.32165605,0.428571428,0.436305732,0.86487716,0.114649682,6.79145957867144,0.381322957,-0.24464623029052746,65.79162043720008,24.48965502172232,0.40498685536397233,159.29416378946684,"18036"
2016,"Dylan Moore","TEX","A",23,414,0.130434782,0.185990338,0.701298701,0.244117647,0.371980676,0.394117647,0.766098323,0.15,7.305984395475527,0.287937743,3.772720059787389,59.16796485611537,12.27185309955218,0.3573534710932586,126.16816755140626,"18042"
2016,"Sam Haggerty","CLE","A",22,405,0.111111111,0.259259259,0.428571428,0.229651162,0.3225,0.319767441,0.642267441,0.090116279,6.395028288086634,0.311203319,1.6601747792301467,41.16600345165829,-2.853196530627206,0.30651721081936867,93.51829080997517,"18054"
2016,"Austin Allen","SDP","A",22,453,0.06401766,0.15231788,0.420289855,0.320293398,0.36423841,0.425427872,0.789666282,0.105134474,1.35609243375,0.361516034,0.030944406185881235,64.48248722295666,15.246196872400294,0.36257728099823,130.9653647012178,"18083"
2016,"Nathan Lukes","CLE","A",21,393,0.094147582,0.152671755,0.616666666,0.30116959,0.375321336,0.453216374,0.82853771,0.152046784,6.773199614539834,0.348754448,-0.23282303218729794,61.7284356024062,19.013508212188416,0.38285808560167917,144.51256123765,"18123"
2016,"LaMonte Wade Jr.","MIN","A",22,261,0.168582375,0.103448275,1.629629629,0.280193236,0.409961685,0.396135265,0.80609695,0.115942029,5.085706518754087,0.298342541,-0.12544273769890424,40.619305661335254,12.251376783862376,0.38087428647738236,143.18742068474114,"18126"
2016,"Ka'ai Tom","CLE","A",22,123,0.170731707,0.105691056,1.615384615,0.323232323,0.446280991,0.434343434,0.880624425,0.111111111,4.893824436493623,0.364705882,-0.5363779849431012,22.296884797508707,8.92809072881459,0.4161981038810793,166.78306721562583,"18136"
2016,"Patrick Mazeika","NYM","A",22,293,0.129692832,0.133105802,0.974358974,0.30543933,0.414383561,0.40167364,0.816057201,0.09623431,2.887405569963849,0.346534653,0.34480828093364835,46.99888984893665,13.80912959610328,0.38045795812998734,141.60659640475833,"18142"
2016,"Kevin Kaczmarski","NYM","A",24,301,0.096345514,0.166112956,0.58,0.268199233,0.346801346,0.417624521,0.764425867,0.149425288,6.275294991383182,0.320754716,-1.213941165129654,40.650480469056525,6.554515158125325,0.34696072017824325,119.22372661501954,"18146"
2017,"Nick Dini","KCR","A",23,99,0.05050505,0.08080808,0.625,0.282608695,0.323232323,0.456521739,0.779754062,0.173913044,5.612765636161126,0.289156626,0.3713333709165454,13.909169496602289,2.5641107350652117,0.3506956347311386,122.60112344026165,"18206"
2016,"Brett Sullivan","TBR","A",22,501,0.047904191,0.139720558,0.342857142,0.282978723,0.314,0.438297872,0.752297872,0.155319149,5.2593342060631105,0.305343511,1.8956870785332285,64.46862054924682,10.015239830419578,0.3437548279762268,118.39231962866322,"18217"
2016,"Edwin Rios","LAD","A",22,128,0.0625,0.34375,0.181818181,0.25210084,0.3046875,0.487394957,0.792082457,0.235294117,6.075932966401916,0.347826086,0.22322377178352326,18.285709672650675,4.3734686905950095,0.3632820234633982,131.4361194306224,"18316"
2016,"Kyle Tucker","HOU","A",19,428,0.093457943,0.175233644,0.533333333,0.27613941,0.348130841,0.402144772,0.750275613,0.126005362,6.870595862409385,0.322259136,2.785282157739857,55.229738778411026,8.710682994662394,0.3442528336606127,118.72497807168617,"18345"
2016,"Daz Cameron","HOU","A",19,87,0.091954022,0.379310344,0.242424242,0.142857142,0.220930232,0.22077922,0.441709452,0.077922078,6.726174479139259,0.244444444,-0.3435905879159691,3.02485036117163,-6.431125931319329,0.21440455733343614,31.988768452958997,"18353"
2017,"Daz Cameron","HOU","A",20,511,0.088062622,0.211350293,0.416666666,0.271300448,0.349019607,0.466367713,0.81538732,0.195067265,8.214969012985087,0.323262839,1.461824666694156,76.86172477845946,16.694598517761627,0.36489295349346373,127.74704320333612,"18353"
2016,"Austin Riley","ATL","A",19,543,0.071823204,0.270718232,0.265306122,0.27070707,0.32412523,0.478787878,0.802913108,0.208080808,3.478988237871171,0.341317365,-0.6483643763349392,78.56549226163153,17.05682394324068,0.359691986282447,127.73076447525813,"18360"
2016,"Victor Robles","WSN","A",19,285,0.063157894,0.133333333,0.47368421,0.30472103,0.405109489,0.459227467,0.864336956,0.154506437,8.601766434909777,0.345549738,0.5854804333648644,49.42938634205114,17.145831147315608,0.397673618184389,153.11010836288432,"18363"
2017,"Lewin Diaz","MIN","A",20,508,0.049212598,0.157480314,0.3125,0.291845493,0.328740157,0.444206008,0.772946165,0.152360515,2.4629010410447605,0.322077922,-0.02523481912794523,68.02864593728061,8.21475133760448,0.34358900868066466,113.7338512942258,"18365"
2016,"Jermaine Palacios","MIN","A",19,288,0.0625,0.135416666,0.461538461,0.222222222,0.276223776,0.287356321,0.563580097,0.065134099,5.198996121010978,0.253333333,-0.9138522162247682,21.034399091141413,-10.26814311848383,0.26711311540403565,67.19709520804841,"18371"
2017,"Jermaine Palacios","MIN","A",20,276,0.04347826,0.166666666,0.260869565,0.32046332,0.36231884,0.544401544,0.906720384,0.223938224,7.3188190712432615,0.356435643,-1.4904165127954911,49.88949954249549,17.392186728498217,0.40407325327396393,153.51884578286436,"18371"
2016,"Ryan Mountcastle","BAL","A",19,489,0.051124744,0.194274028,0.263157894,0.281318681,0.319018404,0.426373626,0.74539203,0.145054945,4.302777507053856,0.331460674,-0.6436120386933908,62.093332427847564,6.70154825161713,0.33629734091963503,112.09845169510335,"18373"
2016,"Travis Blankenhorn","MIN","A",19,102,0.078431372,0.274509803,0.285714285,0.285714285,0.356435643,0.417582417,0.77401806,0.131868132,5.977320087193264,0.403225806,0.024154427635949105,14.440041358393307,3.3537243258177005,0.36150787726487266,130.25102309417315,"18395"
2017,"Travis Blankenhorn","MIN","A",20,508,0.092519685,0.234251968,0.394957983,0.251141552,0.343195266,0.440639269,0.783834535,0.189497717,7.2880019411436905,0.311897106,1.7635587944241706,72.09529505877816,12.281400459102027,0.35392512956468186,120.53268816768959,"18395"
2016,"Joe McCarthy","TBR","A",22,193,0.170984455,0.155440414,1.1,0.287581699,0.424870466,0.424836601,0.849707067,0.137254902,5.297763668567092,0.336065573,1.4504028585070046,32.506068178720675,11.529017322964863,0.39849861910205864,154.96014383643194,"18399"
2016,"Juan Yepez","ATL","A",18,100,0.07,0.23,0.304347826,0.260869565,0.32,0.347826086,0.667826086,0.086956521,1.39285714,0.338235294,-0.013797931256704032,10.752395129057014,-0.5751680971659778,0.310592405796051,94.92240223533267,"18400"
2017,"Juan Yepez","ATL","A",19,152,0.052631578,0.210526315,0.25,0.274647887,0.309210526,0.387323943,0.696534469,0.112676056,4.181130124170741,0.342342342,0.3531429802533239,17.361686492502088,-0.05698958581746075,0.3159815590632589,99.67282481423261,"18400"
2017,"Juan Yepez","STL","A",19,328,0.057926829,0.219512195,0.263888888,0.259868421,0.307926829,0.388157894,0.696084723,0.128289473,4.53747633945703,0.317180616,0.7799939622491365,37.20344994240454,-1.416544995969027,0.31713350353444497,96.33209429926279,"18400"
2018,"Juan Yepez","STL","A",20,106,0.094339622,0.132075471,0.714285714,0.414893617,0.46226415,0.59574468,1.05800883,0.180851063,7.311698900342218,0.469135802,0.35635205544531345,24.215925143695756,12.002683819867057,0.47229999866125716,198.27598998186642,"18400"
2019,"Juan Yepez","STL","A",21,101,0.108910891,0.237623762,0.458333333,0.284090909,0.366336633,0.5,0.866336633,0.215909091,3.5629108499773445,0.344262295,-0.039716329774819314,17.14855958893835,5.4956111200147815,0.3943346279859543,147.16069185983824,"18400"
2016,"Ronald Acuna Jr.","ATL","A",18,171,0.105263157,0.16374269,0.642857142,0.31081081,0.386904761,0.432432432,0.819337193,0.121621622,7.187927755321194,0.358974358,-0.0006977749872021377,26.894183126148587,7.524050009307274,0.3763229226072629,138.84356376862223,"18401"
2016,"Trey Amburgey","NYY","A",21,72,0.083333333,0.069444444,1.2,0.28125,0.347222222,0.5,0.847222222,0.21875,9.5923913,0.288135593,1.3920396759058349,11.345627830069027,3.189782307188474,0.37672223067945904,139.11038160592673,"18425"
2016,"P.J. Higgins","CHC","A",23,537,0.134078212,0.139664804,0.96,0.283146067,0.389413988,0.355056179,0.744470167,0.071910112,2.9960916531748696,0.336898395,0.25812347800820135,73.97662031878117,15.610421823750777,0.3562601720067588,126.74565455051852,"18433"
2016,"Chris Gittens","NYY","A",22,451,0.124168514,0.279379157,0.444444444,0.253263707,0.359201773,0.477806788,0.837008561,0.224543081,2.6945889200458626,0.317991631,-0.052586015372071415,71.37774794727468,20.29043779700899,0.3776303356779473,139.71717778314752,"18482"
